program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
56;FIELD;maldishonest;mascot;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;63.2996;1:03.56;422;	Percent of CPU this job got: 174;~1136;4128.49;4128.64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;covertdishonest;cowgear;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;45.0442;0:45.36;248;	Percent of CPU this job got: 98;~1373;225.557;225.67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;covertdishonest;chaigear;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;142.806;2:23.27;1337;	Percent of CPU this job got: 99;~174;805.226;1209.69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;semidishonest;semi;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.34438;0:00.53;59;	Percent of CPU this job got: 95;~0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;semidishonest;hemi;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.339871;0:00.57;68;	Percent of CPU this job got: 94;~0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;semidishonest;temi;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.356549;0:00.69;81;	Percent of CPU this job got: 93;~0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;semidishonest;soho;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.346518;0:01.78;151;	Percent of CPU this job got: 98;~0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;malhonest;malicious-shamir;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.708928;0:00.92;91;	Percent of CPU this job got: 73;~1;32;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;malhonest;malicious-rep-field;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.417223;0:00.68;122;	Percent of CPU this job got: 78;~1;16;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;malhonest;ps-rep-field;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.416673;0:00.68;124;	Percent of CPU this job got: 79;~1;16;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;malhonest;sy-rep-field;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;1.46752;0:01.90;452;	Percent of CPU this job got: 90;~7;32.0002;64.0006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;semihonest;shamir;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.647186;0:00.88;90;	Percent of CPU this job got: 72;~1;32;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;semihonest;atlas;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;2.25199;0:02.49;76;	Percent of CPU this job got: 79;~303;80;128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;FIELD;semihonest;replicated-field;3;0.67;30;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.418694;0:00.69;120;	Percent of CPU this job got: 78;~1;16;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;RING;maldishonest;spdz2k;3;0.50;24;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;39.4272;0:39.70;246;	Percent of CPU this job got: 123;~1744;2085.53;2085.73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;RING;semidishonest;semi2k;3;0.50;24;1;1000000;NA;NA;NA;NA;NA;NA;NA;NA;1;100;0.211942;0:00.34;38;	Percent of CPU this job got: 92;~0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
