program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
auction;boolean_gmw;3;0;25000;50;0;270290.352;336.57;68583;1100;1071.333;1236.372;9542229;9542229;82.843;2054.336;755.695;755.695;2680.568;2680.568;0.000;Setup;Extension;7016.783;207526.159;55737.223
auction;boolean_gmw;3;0;25000;50;0;274908.167;344.59;68652;1063;1071.333;1236.372;9542229;9542229;81.418;2254.681;828.522;828.522;3022.900;3022.900;0.000;Setup;Extension;6744.746;212404.641;55745.628
auction;boolean_gmw;3;0;25000;50;0;268168.124;337.02;68687;1090;1071.333;1236.372;9542229;9542229;100.846;2595.265;821.409;821.409;3403.664;3403.664;0.000;Setup;Extension;7085.594;205764.472;55307.125
auction;boolean_gmw;3;0;25000;50;0;265738.565;335.30;68624;1140;1071.333;1236.372;9542229;9542229;105.556;2421.966;791.630;791.630;3135.124;3135.124;0.000;Setup;Extension;6933.035;202455.304;56338.190
auction;boolean_gmw;3;0;25000;50;0;261752.930;331.55;69853;1131;1071.333;1236.372;9542229;9542229;101.984;2522.125;794.362;794.362;3254.396;3254.396;0.000;Setup;Extension;7007.454;198462.435;56267.957
auction;boolean_gmw;3;0;25000;50;0;273050.893;339.93;69622;1075;1071.333;1236.372;9542229;9542229;81.955;2329.714;786.298;786.298;2961.336;2961.336;0.000;Setup;Extension;6775.205;212744.318;53519.374
auction;boolean_gmw;3;0;25000;50;0;276618.973;346.47;68483;1067;1071.333;1236.372;9542229;9542229;112.622;2185.369;790.823;790.823;3023.350;3023.350;0.000;Setup;Extension;6831.488;214632.661;55142.178
auction;boolean_gmw;3;0;25000;50;0;267916.319;337.48;68634;1076;1071.333;1236.372;9542229;9542229;102.987;2397.376;824.629;824.629;3185.779;3185.779;0.000;Setup;Extension;6913.301;206056.096;54932.825
auction;boolean_gmw;3;0;25000;50;0;273223.687;342.34;69014;1089;1071.333;1236.372;9542229;9542229;96.769;2218.749;821.739;821.739;3035.134;3035.134;0.000;Setup;Extension;6863.299;209905.699;56444.161
auction;boolean_gmw;3;0;25000;50;0;270906.521;340.95;69167;1080;1071.333;1236.372;9542229;9542229;95.363;2486.772;821.880;821.880;3313.692;3313.692;0.000;Setup;Extension;6850.180;209456.284;54585.532
