program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB),AllDataRec(MB);ALLmessagesSent,AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
aes;boolean_gmw;3;100;10000;128;57.035;95.933;0.000;0.000;0.000;0.000;0.000;Setup;Extension;443.962;6.316;2237.963
aes;boolean_gmw;3;100;10000;256;101.169;192.856;0.000;0.000;0.000;0.000;0.000;Setup;Extension;784.232;5.384;958.466
aes;boolean_gmw;3;100;10000;512;174.232;384.143;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1431.159;6.529;1142.652
aes;boolean_gmw;3;100;1000;1;0.787;2.076;0.000;0.000;0.000;0.000;0.000;Setup;Extension;78.422;8.334;2822.623
aes;boolean_gmw;3;100;1000;128;56.037;95.461;0.000;0.000;0.000;0.000;0.000;Setup;Extension;510.160;8.494;1715.345
aes;boolean_gmw;3;100;1000;256;112.696;193.168;0.000;0.000;0.000;0.000;0.000;Setup;Extension;926.272;5.197;1917.574
aes;boolean_gmw;3;100;1000;512;167.520;381.638;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1689.580;7.245;979.907
aes;boolean_gmw;3;100;100;1;0.453;1.890;0.000;0.000;0.000;0.000;0.000;Setup;Extension;142.667;7.699;2280.843
aes;boolean_gmw;3;100;100;128;57.328;97.422;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1472.997;8.417;3025.608
aes;boolean_gmw;3;100;100;256;99.687;194.884;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2833.032;5.655;1334.328
aes;boolean_gmw;3;100;100;512;216.528;383.006;0.000;0.000;0.000;0.000;0.000;Setup;Extension;5525.950;6.344;1147.598
aes;boolean_gmw;3;150;25000;1;0.437;2.751;0.000;0.000;0.000;0.000;0.000;Setup;Extension;82.936;6.049;2636.282
aes;boolean_gmw;3;150;25000;128;56.666;96.533;0.000;0.000;0.000;0.000;0.000;Setup;Extension;450.486;8.299;2463.473
aes;boolean_gmw;3;150;25000;256;103.190;192.398;0.000;0.000;0.000;0.000;0.000;Setup;Extension;781.984;8.267;2021.994
aes;boolean_gmw;3;150;25000;512;199.280;389.860;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1406.972;5.734;1844.089
aes;boolean_gmw;3;150;10000;1;0.458;41.489;0.000;0.000;0.000;0.000;0.000;Setup;Extension;117.562;8.323;2149.589
aes;boolean_gmw;3;150;10000;128;57.140;95.122;0.000;0.000;0.000;0.000;0.000;Setup;Extension;436.752;5.076;2422.080
aes;boolean_gmw;3;150;10000;256;100.928;193.924;0.000;0.000;0.000;0.000;0.000;Setup;Extension;765.377;5.372;1989.018
aes;boolean_gmw;3;150;10000;512;191.026;379.701;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1413.644;4.984;1102.529
aes;boolean_gmw;3;150;1000;1;0.439;1.435;0.000;0.000;0.000;0.000;0.000;Setup;Extension;76.872;5.071;2373.579
aes;boolean_gmw;3;150;1000;128;55.615;95.730;0.000;0.000;0.000;0.000;0.000;Setup;Extension;523.458;8.341;1924.712
aes;boolean_gmw;3;150;1000;256;104.489;190.862;0.000;0.000;0.000;0.000;0.000;Setup;Extension;915.439;6.473;2862.072
aes;boolean_gmw;3;150;1000;512;206.268;387.511;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1793.421;5.547;891.476
aes;boolean_gmw;3;150;100;1;0.447;4.364;0.000;0.000;0.000;0.000;0.000;Setup;Extension;143.831;6.714;2146.036
aes;boolean_gmw;3;150;100;128;56.034;98.321;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1466.335;5.268;2061.801
aes;boolean_gmw;3;150;100;256;116.973;192.671;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2831.833;8.535;1959.875
aes;boolean_gmw;3;150;100;512;200.621;378.306;0.000;0.000;0.000;0.000;0.000;Setup;Extension;5520.569;8.526;2220.082
aes;boolean_bmr;3;1;25000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;83.502;1254.438;136.833
aes;boolean_bmr;3;1;25000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;718.621;1514.082;169.946
aes;boolean_bmr;3;1;25000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1389.597;2256.827;349.128
aes;boolean_bmr;3;1;25000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2711.295;2050.186;422.440
aes;boolean_bmr;3;1;10000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;84.904;1703.270;133.640
aes;boolean_bmr;3;1;10000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;711.342;1938.024;168.833
aes;boolean_bmr;3;1;10000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1389.309;2266.037;401.469
aes;boolean_bmr;3;1;10000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2747.210;1167.338;570.218
aes;boolean_bmr;3;1;1000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;149.643;1601.026;113.327
aes;boolean_bmr;3;1;1000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1067.314;2896.695;147.608
aes;boolean_bmr;3;1;1000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2022.490;4241.163;334.115
aes;boolean_bmr;3;1;1000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;3957.773;7425.066;256.335
aes;boolean_bmr;3;1;100;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;111.846;1683.242;158.297
aes;boolean_bmr;3;1;100;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;4847.137;16485.607;202.959
aes;boolean_bmr;3;1;100;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;9618.891;32536.345;818.251
aes;boolean_bmr;3;1;100;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;19138.248;64937.396;429.137
aes;boolean_bmr;3;30;25000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;155.770;1964.703;126.132
aes;boolean_bmr;3;30;25000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;724.846;2360.528;166.910
aes;boolean_bmr;3;30;25000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1356.992;1863.405;167.022
aes;boolean_bmr;3;30;25000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;3032.541;2246.104;684.941
aes;boolean_bmr;3;30;10000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;78.475;1468.112;155.684
aes;boolean_bmr;3;30;10000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;711.572;1707.144;167.087
aes;boolean_bmr;3;30;10000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1309.502;2037.625;154.012
aes;boolean_bmr;3;30;10000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2945.554;2566.859;663.208
aes;boolean_bmr;3;30;1000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;79.069;1115.568;131.653
aes;boolean_bmr;3;30;1000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1058.247;2458.171;260.603
aes;boolean_bmr;3;30;1000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1997.385;3895.624;125.989
aes;boolean_bmr;3;30;1000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;3735.550;7437.418;250.128
aes;boolean_bmr;3;30;100;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;126.816;1776.495;141.497
aes;boolean_bmr;3;30;100;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;4853.102;16492.452;244.599
aes;boolean_bmr;3;30;100;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;9611.212;32577.295;539.930
aes;boolean_bmr;3;30;100;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;19119.655;64751.766;965.452
aes;boolean_bmr;3;100;25000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;81.469;1535.466;172.458
aes;boolean_bmr;3;100;25000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;712.082;1903.680;157.768
aes;boolean_bmr;3;100;25000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1312.299;1079.593;351.181
aes;boolean_bmr;3;100;25000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2798.810;1582.696;171.326
aes;boolean_bmr;3;100;10000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;148.034;1095.303;104.102
aes;boolean_bmr;3;100;10000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;715.351;1800.176;161.428
aes;boolean_bmr;3;100;10000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1374.370;1513.021;253.498
aes;boolean_bmr;3;100;10000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2947.738;2255.780;219.710
aes;boolean_bmr;3;100;1000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;87.417;1931.587;131.193
aes;boolean_bmr;3;100;1000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1046.655;2390.889;137.867
aes;boolean_bmr;3;100;1000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1996.070;4717.361;247.749
aes;boolean_bmr;3;100;1000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;3872.185;7572.897;313.170
aes;boolean_bmr;3;100;100;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;116.727;1938.761;124.476
aes;boolean_bmr;3;100;100;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;4847.426;16317.923;239.939
aes;boolean_bmr;3;100;100;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;9614.394;32511.216;439.226
aes;boolean_bmr;3;100;100;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;19126.459;64865.690;712.798
aes;boolean_bmr;3;150;25000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;85.989;1397.305;148.464
aes;boolean_bmr;3;150;25000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;720.467;1252.894;149.828
aes;boolean_bmr;3;150;25000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1372.425;2411.978;409.078
aes;boolean_bmr;3;150;25000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2908.507;2324.876;185.751
aes;boolean_bmr;3;150;10000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;81.782;1639.996;124.900
aes;boolean_bmr;3;150;10000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;701.388;1438.885;149.001
aes;boolean_bmr;3;150;10000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1335.901;1326.571;190.983
aes;boolean_bmr;3;150;10000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2832.788;1404.508;569.276
aes;boolean_bmr;3;150;1000;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;87.751;2061.573;160.621
aes;boolean_bmr;3;150;1000;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1052.745;2905.706;255.333
aes;boolean_bmr;3;150;1000;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2005.139;4235.672;474.999
aes;boolean_bmr;3;150;1000;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;3875.244;7463.638;305.197
aes;boolean_bmr;3;150;100;1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;129.775;2238.845;156.257
aes;boolean_bmr;3;150;100;128;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;4857.728;16747.573;437.204
aes;boolean_bmr;3;150;100;256;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;9599.689;32153.668;1069.407
aes;boolean_bmr;3;150;100;512;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;19085.372;64393.854;650.356
