program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
Division;boolean_gmw;0;0;25000;10000;0;21506.824;27.45;6526;65;220.932;220.932;3196;3196;944.937;1399.851;0.000;0.000;0.000;0.000;0.000;Setup;Extension;5404.049;0.599;16092.618
Division;boolean_gmw;0;0;25000;10000;0.5;29879.472;35.84;6549;51;220.932;220.932;3196;3196;949.081;1232.958;0.000;0.000;0.000;0.000;0.000;Setup;Extension;5929.663;0.773;23930.444
Division;boolean_gmw;0;0;25000;10000;1;36591.633;42.71;6502;39;220.932;220.932;3196;3196;551.367;1640.803;0.000;0.000;0.000;0.000;0.000;Setup;Extension;6202.658;1.254;30375.637
Division;boolean_gmw;0;0;25000;10000;2;49357.465;53.38;6561;32;220.932;220.932;3196;3196;561.781;1604.898;0.000;0.000;0.000;0.000;0.000;Setup;Extension;6647.359;0.978;42698.482
Division;boolean_gmw;0;0;25000;10000;5;76916.221;82.88;6193;20;220.932;220.932;3196;3196;952.836;1435.877;0.000;0.000;0.000;0.000;0.000;Setup;Extension;6470.258;0.697;70434.855
Division;boolean_gmw;0;0;10000;10000;0;18973.941;24.94;6530;74;220.932;220.932;3196;3196;807.996;1229.613;0.000;0.000;0.000;0.000;0.000;Setup;Extension;5509.392;0.919;13451.727
Division;boolean_gmw;0;0;10000;10000;0.5;30945.807;37.16;6478;48;220.932;220.932;3196;3196;978.410;1633.864;0.000;0.000;0.000;0.000;0.000;Setup;Extension;5997.655;0.946;24935.621
Division;boolean_gmw;0;0;10000;10000;1;34721.759;40.56;6366;41;220.932;220.932;3196;3196;646.649;1643.228;0.000;0.000;0.000;0.000;0.000;Setup;Extension;5736.106;1.258;28969.772
Division;boolean_gmw;0;0;10000;10000;2;44673.443;48.63;6559;39;220.932;220.932;3196;3196;683.556;1492.520;0.000;0.000;0.000;0.000;0.000;Setup;Extension;6399.404;0.613;38261.048
Division;boolean_gmw;0;0;10000;10000;5;73057.676;79.21;6469;21;220.932;220.932;3196;3196;949.221;1338.923;0.000;0.000;0.000;0.000;0.000;Setup;Extension;7162.855;0.662;65883.697
Division;boolean_gmw;0;0;1000;10000;0;20708.473;26.65;6560;63;220.932;220.932;3196;3196;582.420;1368.608;0.000;0.000;0.000;0.000;0.000;Setup;Extension;6875.338;0.753;13823.533
Division;boolean_gmw;0;0;1000;10000;0.5;32314.716;38.27;6572;43;220.932;220.932;3196;3196;566.628;1625.183;0.000;0.000;0.000;0.000;0.000;Setup;Extension;7167.252;0.798;25134.143
Division;boolean_gmw;0;0;1000;10000;1;36600.837;42.76;6567;40;220.932;220.932;3196;3196;948.612;1602.046;0.000;0.000;0.000;0.000;0.000;Setup;Extension;7890.766;0.677;28699.486
Division;boolean_gmw;0;0;1000;10000;2;48481.891;54.43;6559;30;220.932;220.932;3196;3196;588.223;1649.973;0.000;0.000;0.000;0.000;0.000;Setup;Extension;7885.014;1.280;40574.983
Division;boolean_gmw;0;0;1000;10000;5;85045.395;91.21;6677;19;220.932;220.932;3196;3196;607.193;2358.402;0.000;0.000;0.000;0.000;0.000;Setup;Extension;11839.554;1.145;73192.274
Division;boolean_gmw;0;0;100;10000;0;41430.014;47.38;6721;45;220.932;220.932;3196;3196;945.285;9529.814;0.000;0.000;0.000;0.000;0.000;Setup;Extension;31188.238;1.241;10225.196
Division;boolean_gmw;0;0;100;10000;0.5;50737.062;56.71;6695;36;220.932;220.932;3196;3196;806.422;2018.456;0.000;0.000;0.000;0.000;0.000;Setup;Extension;26933.186;0.759;23792.180
Division;boolean_gmw;0;0;100;10000;1;55535.813;58.53;6694;36;220.932;220.932;3196;3196;776.924;1527.183;0.000;0.000;0.000;0.000;0.000;Setup;Extension;28900.326;0.599;26624.693
Division;boolean_gmw;0;0;100;10000;2;69912.329;73.09;6719;29;220.932;220.932;3196;3196;586.318;2629.544;0.000;0.000;0.000;0.000;0.000;Setup;Extension;27594.168;1.227;42305.339
Division;boolean_gmw;0;0;100;10000;5;105694.823;111.71;6756;19;220.932;220.932;3196;3196;749.655;2869.026;0.000;0.000;0.000;0.000;0.000;Setup;Extension;34293.615;1.121;71385.779
Division;boolean_gmw;0;25;25000;10000;0;59060.945;62.40;6690;28;220.932;220.932;3196;3196;865.067;1315.812;0.000;0.000;0.000;0.000;0.000;Setup;Extension;9156.936;0.690;49894.147
Division;boolean_gmw;0;25;25000;10000;0.5;119546.063;122.66;6664;14;220.932;220.932;3196;3196;586.333;8824.939;0.000;0.000;0.000;0.000;0.000;Setup;Extension;56469.009;1.217;63061.996
Division;boolean_gmw;0;25;25000;10000;1;177430.700;180.60;6672;10;220.932;220.932;3196;3196;806.853;1194.121;0.000;0.000;0.000;0.000;0.000;Setup;Extension;99217.035;0.528;78199.528
Division;boolean_gmw;0;25;25000;10000;2;224287.855;227.62;6617;8;220.932;220.932;3196;3196;807.150;2195.504;0.000;0.000;0.000;0.000;0.000;Setup;Extension;136180.956;1.155;88093.485
Division;boolean_gmw;0;25;25000;10000;5;388499.765;391.96;6676;5;220.932;220.932;3196;3196;842.758;4989.549;0.000;0.000;0.000;0.000;0.000;Setup;Extension;261079.775;1.153;127408.354
Division;boolean_gmw;0;25;10000;10000;0;58325.080;61.46;6676;29;220.932;220.932;3196;3196;814.944;1633.345;0.000;0.000;0.000;0.000;0.000;Setup;Extension;9409.769;0.816;48903.521
Division;boolean_gmw;0;25;10000;10000;0.5;129266.988;132.39;6651;13;220.932;220.932;3196;3196;585.814;1127.474;0.000;0.000;0.000;0.000;0.000;Setup;Extension;64077.660;0.902;65178.128
Division;boolean_gmw;0;25;10000;10000;1;167837.551;171.00;6670;11;220.932;220.932;3196;3196;789.196;4553.693;0.000;0.000;0.000;0.000;0.000;Setup;Extension;88017.811;1.129;79807.024
Division;boolean_gmw;0;25;10000;10000;2;231552.471;234.70;6640;8;220.932;220.932;3196;3196;841.255;1364.862;0.000;0.000;0.000;0.000;0.000;Setup;Extension;136309.545;1.100;95229.294
Division;boolean_gmw;0;25;10000;10000;5;399197.038;402.65;6620;4;220.932;220.932;3196;3196;1005.683;1799.130;0.000;0.000;0.000;0.000;0.000;Setup;Extension;265143.117;1.187;134039.536
Division;boolean_gmw;0;25;1000;10000;0;57921.391;61.06;6669;30;220.932;220.932;3196;3196;822.441;1195.262;0.000;0.000;0.000;0.000;0.000;Setup;Extension;9010.843;1.044;48897.987
Division;boolean_gmw;0;25;1000;10000;0.5;121610.012;124.72;6681;16;220.932;220.932;3196;3196;928.576;2009.049;0.000;0.000;0.000;0.000;0.000;Setup;Extension;56502.989;0.701;65095.150
Division;boolean_gmw;0;25;1000;10000;1;168099.041;171.27;6653;11;220.932;220.932;3196;3196;803.149;1360.383;0.000;0.000;0.000;0.000;0.000;Setup;Extension;89884.478;0.719;78202.313
Division;boolean_gmw;0;25;1000;10000;2;234863.550;237.99;6644;8;220.932;220.932;3196;3196;819.332;8496.460;0.000;0.000;0.000;0.000;0.000;Setup;Extension;138937.532;1.033;95911.873
Division;boolean_gmw;0;25;1000;10000;5;406055.660;410.67;6674;5;220.932;220.932;3196;3196;941.046;12784.363;0.000;0.000;0.000;0.000;0.000;Setup;Extension;277183.076;0.741;128860.942
Division;boolean_gmw;0;25;100;10000;0;74933.775;78.08;6640;27;220.932;220.932;3196;3196;813.682;3344.220;0.000;0.000;0.000;0.000;0.000;Setup;Extension;25382.713;0.998;49538.549
Division;boolean_gmw;0;25;100;10000;0.5;131446.967;134.58;6674;16;220.932;220.932;3196;3196;976.185;2412.789;0.000;0.000;0.000;0.000;0.000;Setup;Extension;66783.680;0.778;64651.780
Division;boolean_gmw;0;25;100;10000;1;177853.092;180.98;6730;12;220.932;220.932;3196;3196;952.002;1365.286;0.000;0.000;0.000;0.000;0.000;Setup;Extension;100461.405;1.200;77379.014
Division;boolean_gmw;0;25;100;10000;2;250824.323;253.98;6673;8;220.932;220.932;3196;3196;952.406;1347.324;0.000;0.000;0.000;0.000;0.000;Setup;Extension;158427.050;1.188;92375.947
Division;boolean_gmw;0;25;100;10000;5;424599.108;428.38;6594;5;220.932;220.932;3196;3196;592.061;14629.631;0.000;0.000;0.000;0.000;0.000;Setup;Extension;289475.425;0.890;135111.845
Division;boolean_gmw;0;50;25000;10000;0;110135.918;113.45;6542;15;220.932;220.932;3196;3196;816.480;1165.279;0.000;0.000;0.000;0.000;0.000;Setup;Extension;13406.476;1.173;96713.243
Division;boolean_gmw;0;50;25000;10000;0.5;226735.470;230.01;6442;8;220.932;220.932;3196;3196;817.020;1109.629;0.000;0.000;0.000;0.000;0.000;Setup;Extension;109833.239;1.138;116888.752
Division;boolean_gmw;0;50;25000;10000;1;301668.623;304.94;6465;6;220.932;220.932;3196;3196;824.241;14676.364;0.000;0.000;0.000;0.000;0.000;Setup;Extension;177235.362;1.201;124420.818
Division;boolean_gmw;0;50;25000;10000;2;403310.724;406.61;6518;4;220.932;220.932;3196;3196;724.659;10165.366;0.000;0.000;0.000;0.000;0.000;Setup;Extension;263400.569;1.035;139898.069
Division;boolean_gmw;0;50;25000;10000;5;701764.991;705.04;6437;2;220.932;220.932;3196;3196;573.632;7863.366;0.000;0.000;0.000;0.000;0.000;Setup;Extension;507241.248;0.871;194511.779
Division;boolean_gmw;0;50;10000;10000;0;104629.613;107.94;6506;15;220.932;220.932;3196;3196;813.544;1226.036;0.000;0.000;0.000;0.000;0.000;Setup;Extension;13226.670;0.750;91390.687
Division;boolean_gmw;0;50;10000;10000;0.5;240865.403;244.21;6520;8;220.932;220.932;3196;3196;960.183;23937.142;0.000;0.000;0.000;0.000;0.000;Setup;Extension;121406.380;0.782;119447.050
Division;boolean_gmw;0;50;10000;10000;1;308611.365;311.91;6521;6;220.932;220.932;3196;3196;743.957;17649.870;0.000;0.000;0.000;0.000;0.000;Setup;Extension;181030.282;1.137;127569.689
Division;boolean_gmw;0;50;10000;10000;2;410172.784;413.46;6485;4;220.932;220.932;3196;3196;739.942;9524.653;0.000;0.000;0.000;0.000;0.000;Setup;Extension;264523.027;1.158;145637.389
Division;boolean_gmw;0;50;10000;10000;5;698646.672;703.23;6457;2;220.932;220.932;3196;3196;957.779;15019.771;0.000;0.000;0.000;0.000;0.000;Setup;Extension;521285.031;1.183;177346.192
Division;boolean_gmw;0;50;1000;10000;0;105491.623;108.78;6532;18;220.932;220.932;3196;3196;953.548;1199.044;0.000;0.000;0.000;0.000;0.000;Setup;Extension;13159.201;1.216;92318.747
