program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec
BitAND;boolean_gmw;3;1;25000;10000;0;144.592;0.16;24;197;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;25000;10000;1;101.364;3.11;27;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;25000;10000;2;185.794;3.20;30;10;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;25000;10000;5;102.366;3.11;29;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;25000;10000;10;145.663;3.20;31;17;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;10000;10000;0;104.853;3.12;28;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;10000;10000;1;106.621;3.13;29;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;10000;10000;2;102.632;3.13;27;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;10000;10000;5;101.083;3.11;27;10;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;10000;10000;10;104.520;3.12;27;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;1000;10000;0;96.464;3.11;31;9;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;1000;10000;1;192.178;3.21;26;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;1000;10000;2;107.244;3.11;29;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;1000;10000;5;111.949;3.13;32;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;1000;10000;10;99.759;3.12;26;10;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;100;10000;0;193.906;3.25;26;11;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;100;10000;1;144.335;0.16;26;217;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;100;10000;2;143.362;3.20;26;10;0.184;0.184;392;392
BitAND;boolean_gmw;3;1;100;10000;5;229.298;3.24;26;11;0.184;0.184;392;392
