program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
53;BINARY;maldishonest;tinier;3;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;0.696245;0:00.76;73;	Percent of CPU this job got: 104;NA;25.9579;NA;0.938578;130;0.00684287;0.938578;130;0.184809;0.000296;13;0.0181483;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.008542;6;0.00369886;25.0102;64;0.82017;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;maldishonest;real-bmr;3;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;6.38082;0:08.01;382;	Percent of CPU this job got: 116;NA;447.923;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;semidishonest;semi-bin;3;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;0.478642;0:00.54;198;	Percent of CPU this job got: 136;NA;21.7969;NA;0.020176;122;0.00280603;0.020176;122;0.0226515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.008542;6;0.00265558;21.7682;4;0.647715;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;semidishonest;yao;2;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;0.0153182;0:00.03;10;	Percent of CPU this job got: 59;NA;0.020192;NA;0.020192;4;0.00041533;8e-06;1;0.0138493;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;semidishonest;yaoO;2;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;0.0146124;0:00.03;12;	Percent of CPU this job got: 100;NA;0.020192;NA;0.020192;2;0.0136428;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;semidishonest;semi-bmr;3;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;1.12031;0:01.21;60;	Percent of CPU this job got: 101;NA;74.5774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;malhonest;malicious-rep-bin;3;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;0.038886;0:00.08;18;	Percent of CPU this job got: 68;NA;0.839888;NA;3.2e-05;2;0.0373859;3.2e-05;2;0.0374247;0.000116;5;0.00275151;NA;NA;NA;0.839624;64;0.0150864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;malhonest;malicious-ccd;3;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;0.0321939;0:00.07;12;	Percent of CPU this job got: 74;NA;0.90076;NA;NA;NA;NA;NA;NA;NA;4.4e-05;3;0.0168175;0.56;4;0.0241399;NA;NA;NA;0.170336;63;0.0112727;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;malhonest;ps-rep-bin;3;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;1.80023;0:01.85;406;	Percent of CPU this job got: 90;NA;67.1206;NA;8e-05;5;0.84579;8e-05;5;1.79921;0.000284;11;0.00345522;NA;NA;NA;67.12;68;0.599928;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;BINARY;malhonest;mal-shamir-bmr;3;0.34;30;1;NA;NA;NA;NA;NA;NA;NA;NA;630;161;10;0.118238;0:00.17;22;	Percent of CPU this job got: 88;NA;4.22942;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
