program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:55.111;879115850;175.31;4668;22.15
UseCases/NeuralNetworkLeNet;3;0;25000;64;1;0:03:24.524;879115190;204.81;4686;22.80
UseCases/NeuralNetworkLeNet;3;0;25000;64;2;0:03:15.106;879115148;195.29;4777;22.46
UseCases/NeuralNetworkLeNet;3;0;25000;64;5;0:03:17.097;879115199;199.29;4813;22.73
UseCases/NeuralNetworkLeNet;3;0;10000;64;0;0:03:06.980;879115531;187.26;4627;22.53
UseCases/NeuralNetworkLeNet;3;0;10000;64;1;0:03:14.757;879114819;195.05;4685;22.32
UseCases/NeuralNetworkLeNet;3;0;10000;64;2;0:03:07.486;879115836;187.67;4697;22.48
UseCases/NeuralNetworkLeNet;3;0;10000;64;5;0:03:24.596;879114875;204.77;4595;22.59
UseCases/NeuralNetworkLeNet;3;0;1000;64;0;0:03:06.090;879114502;186.38;4659;22.72
UseCases/NeuralNetworkLeNet;3;0;1000;64;1;0:03:19.316;879115337;199.57;4699;22.55
UseCases/NeuralNetworkLeNet;3;0;1000;64;2;0:03:24.340;879114936;204.62;4921;22.51
UseCases/NeuralNetworkLeNet;3;0;1000;64;5;0:04:00.333;879114775;240.73;4661;23.30
UseCases/NeuralNetworkLeNet;3;0;100;64;0;0:03:50.187;879115359;230.37;4794;23.25
UseCases/NeuralNetworkLeNet;3;0;100;64;1;0:04:17.831;879115791;258.11;4692;24.36
UseCases/NeuralNetworkLeNet;3;0;100;64;2;0:04:10.765;879115444;252.07;4664;24.11
UseCases/NeuralNetworkLeNet;3;0;100;64;5;0:04:55.874;879115300;296.14;4685;24.92
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:01.204;879114010;181.51;4704;22.24
UseCases/NeuralNetworkLeNet;3;25;25000;64;1;0:06:02.726;879114450;363.04;4697;26.75
UseCases/NeuralNetworkLeNet;3;25;25000;64;2;0:07:31.403;879116350;451.70;4700;28.92
UseCases/NeuralNetworkLeNet;3;25;25000;64;5;0:11:53.043;879115440;713.37;4686;36.13
UseCases/NeuralNetworkLeNet;3;25;10000;64;0;0:03:00.852;879115756;181.15;4688;22.01
UseCases/NeuralNetworkLeNet;3;25;10000;64;1;0:05:55.626;879114462;355.94;4736;26.10
UseCases/NeuralNetworkLeNet;3;25;10000;64;2;0:07:23.279;879114194;443.65;4705;28.40
UseCases/NeuralNetworkLeNet;3;25;10000;64;5;0:12:06.309;879115145;726.65;4683;34.38
UseCases/NeuralNetworkLeNet;3;25;1000;64;0;0:03:07.448;879114580;187.88;4677;22.56
UseCases/NeuralNetworkLeNet;3;25;1000;64;1;0:05:55.941;879116478;356.25;4695;26.76
UseCases/NeuralNetworkLeNet;3;25;1000;64;2;0:07:35.441;879115192;455.75;4692;29.80
UseCases/NeuralNetworkLeNet;3;25;1000;64;5;0:12:25.165;879114826;745.78;4707;36.32
UseCases/NeuralNetworkLeNet;3;25;100;64;0;0:03:56.010;879115514;236.32;4662;23.49
UseCases/NeuralNetworkLeNet;3;25;100;64;1;0:06:40.865;879115522;401.20;4706;27.39
UseCases/NeuralNetworkLeNet;3;25;100;64;2;0:08:46.022;879114916;526.34;4690;30.72
UseCases/NeuralNetworkLeNet;3;25;100;64;5;0:12:24.588;879115206;745.19;4695;36.06
UseCases/NeuralNetworkLeNet;3;50;25000;64;0;0:03:11.077;879115154;191.52;4678;22.85
UseCases/NeuralNetworkLeNet;3;50;25000;64;1;0:08:19.235;879116012;499.66;4891;30.86
UseCases/NeuralNetworkLeNet;3;50;25000;64;2;0:11:21.751;879115935;682.15;4705;35.17
UseCases/NeuralNetworkLeNet;3;50;25000;64;5;0:20:27.612;879114849;1231.00;4691;48.64
UseCases/NeuralNetworkLeNet;3;50;10000;64;0;0:03:19.673;879114966;200.09;4679;22.69
UseCases/NeuralNetworkLeNet;3;50;10000;64;1;0:08:35.263;879115661;515.70;4781;30.55
UseCases/NeuralNetworkLeNet;3;50;10000;64;2;0:11:32.376;879116391;692.83;4686;35.66
UseCases/NeuralNetworkLeNet;3;50;10000;64;5;0:20:10.139;879115037;1211.80;4693;46.84
UseCases/NeuralNetworkLeNet;3;50;1000;64;0;0:03:05.874;879115082;186.31;4679;22.47
UseCases/NeuralNetworkLeNet;3;50;1000;64;1;0:08:33.223;879115493;513.69;4648;30.45
UseCases/NeuralNetworkLeNet;3;50;1000;64;2;0:12:08.414;879115955;728.85;4703;35.91
UseCases/NeuralNetworkLeNet;3;50;1000;64;5;0:20:23.965;879115335;1224.52;4676;49.44
UseCases/NeuralNetworkLeNet;3;50;100;64;0;0:04:01.982;879115355;242.43;4879;23.76
UseCases/NeuralNetworkLeNet;3;50;100;64;1;0:08:42.769;879114449;523.24;4740;31.00
UseCases/NeuralNetworkLeNet;3;50;100;64;2;0:12:18.076;879114794;738.50;4695;36.02
UseCases/NeuralNetworkLeNet;3;50;100;64;5;0:21:36.642;879114296;1297.10;4688;50.18
UseCases/NeuralNetworkLeNet;3;75;25000;64;0;0:03:22.819;879115270;203.38;4684;23.15
UseCases/NeuralNetworkLeNet;3;75;25000;64;1;0:11:12.010;879115368;672.50;4636;33.83
UseCases/NeuralNetworkLeNet;3;75;25000;64;2;0:15:11.400;879115050;914.10;4704;40.12
UseCases/NeuralNetworkLeNet;3;75;25000;64;5;0:26:53.350;879115961;1613.80;4708;57.73
UseCases/NeuralNetworkLeNet;3;75;10000;64;0;0:03:18.449;879115387;199.01;4694;22.96
