program            partysize  latencies(ms)  bandwidths(Mbs)  packetdrops(%)  runtime_internal(s)  Bytes Send  runtimeExternal(s)  RAMused(MB)  System Time (s)
Benchmarks/Reveal  3          100            10000            2               0:00:00.517          2002431     0.98                147528,4.19  
Benchmarks/Reveal  3          100            10000            5               0:00:00.321          2002431     1.08                151320,4.05  
Benchmarks/Reveal  3          100            10000            10              0:00:00.344          2002431     1.01                145620,4.04  
Benchmarks/Reveal  3          100            1000             0               0:00:00.325          2002431     0.71                143808,4.03  
Benchmarks/Reveal  3          100            1000             1               0:00:00.715          2002431     0.92                150896,4.17  
Benchmarks/Reveal  3          100            1000             2               0:00:00.327          2002431     0.74                158280,4.07  
Benchmarks/Reveal  3          100            1000             5               0:00:00.311          2002431     0.91                147308,4.02  
Benchmarks/Reveal  3          100            1000             10              0:00:00.572          2002431     0.85                166208,4.10  
Benchmarks/Reveal  3          100            100              0               0:00:00.467          2002431     0.75                155812,4.06  
Benchmarks/Reveal  3          100            100              1               0:00:00.601          2002431     0.80                141704,4.17  
Benchmarks/Reveal  3          100            100              2               0:00:00.650          2002431     0.85                141792,4.16  
Benchmarks/Reveal  3          100            100              5               0:00:00.462          2002431     0.82                150148,4.00  
Benchmarks/Reveal  3          100            100              10              0:00:00.522          2002431     0.71                151684,4.02  
Benchmarks/Reveal  3          150            25000            0               0:00:00.373          2002431     0.97                140872,4.15  
Benchmarks/Reveal  3          150            25000            1               0:00:00.561          2002431     0.75                159008,3.98  
Benchmarks/Reveal  3          150            25000            2               0:00:00.305          2002431     0.85                151292,4.09  
Benchmarks/Reveal  3          150            25000            5               0:00:00.296          2002431     0.82                163756,4.15  
Benchmarks/Reveal  3          150            25000            10              0:00:00.756          2002431     1.04                138928,4.19  
Benchmarks/Reveal  3          150            10000            0               0:00:00.575          2002431     0.86                144912,4.27  
Benchmarks/Reveal  3          150            10000            1               0:00:00.296          2002431     0.94                161356,4.02  
Benchmarks/Reveal  3          150            10000            2               0:00:00.333          2002431     0.61                163392,4.10  
Benchmarks/Reveal  3          150            10000            5               0:00:00.351          2002431     0.98                149152,4.06  
Benchmarks/Reveal  3          150            10000            10              0:00:00.301          2002431     0.96                161516,4.12  
Benchmarks/Reveal  3          150            1000             0               0:00:00.429          2002431     0.71                141544,3.98  
Benchmarks/Reveal  3          150            1000             1               0:00:00.310          2002431     0.85                147304,4.04  
Benchmarks/Reveal  3          150            1000             2               0:00:00.323          2002431     0.81                151000,4.14  
Benchmarks/Reveal  3          150            1000             5               0:00:00.350          2002431     0.74                158448,4.09  
Benchmarks/Reveal  3          150            1000             10              0:00:00.473          2002431     0.77                145408,4.11  
Benchmarks/Reveal  3          150            100              0               0:00:00.577          2002431     0.87                146264,4.06  
Benchmarks/Reveal  3          150            100              1               0:00:00.455          2002431     0.72                151324,4.06  
Benchmarks/Reveal  3          150            100              2               0:00:00.532          2002431     0.71                145864,4.08  
Benchmarks/Reveal  3          150            100              5               0:00:00.461          2002431     0.77                158044,4.10  
Benchmarks/Reveal  3          150            100              10              0:00:00.545          2002431     0.84                166264,4.21  
