program            partysize  latencies(ms)  bandwidths(Mbs)  packetdrops(%)  runtime_internal(s)  Bytes Send  runtimeExternal(s)  RAMused(MB)  System Time (s)
Benchmarks/Reveal  3          1              25000            0               0:00:00.311          2002431     1.05                153048,3.99  
Benchmarks/Reveal  3          1              25000            1               0:00:00.308          2002431     0.92                151272,3.97  
Benchmarks/Reveal  3          1              25000            2               0:00:00.340          2002431     0.82                146780,4.20  
Benchmarks/Reveal  3          1              25000            5               0:00:00.316          2002431     0.69                146416,4.05  
Benchmarks/Reveal  3          1              25000            10              0:00:00.550          2002431     0.74                144996,4.13  
Benchmarks/Reveal  3          1              10000            0               0:00:00.356          2002431     0.82                139136,4.15  
Benchmarks/Reveal  3          1              10000            1               0:00:00.487          2002431     0.80                146952,3.98  
Benchmarks/Reveal  3          1              10000            2               0:00:00.336          2002431     0.96                142652,4.22  
Benchmarks/Reveal  3          1              10000            5               0:00:00.459          2002431     0.76                141376,4.16  
Benchmarks/Reveal  3          1              10000            10              0:00:00.394          2002431     0.81                157136,4.17  
Benchmarks/Reveal  3          1              1000             0               0:00:00.710          2002431     0.91                139320,4.04  
Benchmarks/Reveal  3          1              1000             1               0:00:00.384          2002431     0.73                147640,4.12  
Benchmarks/Reveal  3          1              1000             2               0:00:00.342          2002431     1.00                151660,4.08  
Benchmarks/Reveal  3          1              1000             5               0:00:00.352          2002431     0.73                153960,3.92  
Benchmarks/Reveal  3          1              1000             10              0:00:00.308          2002431     0.91                145420,4.04  
Benchmarks/Reveal  3          1              100              0               0:00:00.463          2002431     0.83                158472,4.07  
Benchmarks/Reveal  3          1              100              1               0:00:00.611          2002431     0.92                152168,4.03  
Benchmarks/Reveal  3          1              100              2               0:00:00.600          2002431     0.80                148228,4.04  
Benchmarks/Reveal  3          1              100              5               0:00:00.691          2002431     0.90                156256,4.15  
Benchmarks/Reveal  3          1              100              10              0:00:00.451          2002431     0.86                146132,4.11  
Benchmarks/Reveal  3          30             25000            0               0:00:00.453          2002431     1.00                149548,4.09  
Benchmarks/Reveal  3          30             25000            1               0:00:00.794          2002431     1.08                151176,4.08  
Benchmarks/Reveal  3          30             25000            2               0:00:00.451          2002431     0.89                149116,4.09  
Benchmarks/Reveal  3          30             25000            5               0:00:00.296          2002431     0.96                157904,4.20  
Benchmarks/Reveal  3          30             25000            10              0:00:00.711          2002431     0.92                146992,4.08  
Benchmarks/Reveal  3          30             10000            0               0:00:00.324          2002431     0.94                142960,4.06  
Benchmarks/Reveal  3          30             10000            1               0:00:00.418          2002431     0.87                159328,4.03  
Benchmarks/Reveal  3          30             10000            2               0:00:00.348          2002431     0.91                157260,3.99  
Benchmarks/Reveal  3          30             10000            5               0:00:00.314          2002431     0.95                171832,4.06  
Benchmarks/Reveal  3          30             10000            10              0:00:00.311          2002431     0.81                138548,4.01  
Benchmarks/Reveal  3          30             1000             0               0:00:00.476          2002431     0.78                143528,4.02  
Benchmarks/Reveal  3          30             1000             1               0:00:00.325          2002431     0.72                152516,4.14  
Benchmarks/Reveal  3          30             1000             2               0:00:00.311          2002431     0.49                160424,4.13  
Benchmarks/Reveal  3          30             1000             5               0:00:00.408          2002431     0.69                147452,4.09  
Benchmarks/Reveal  3          30             1000             10              0:00:00.461          2002431     0.76                154456,4.03  
Benchmarks/Reveal  3          30             100              0               0:00:00.614          2002431     0.92                155608,4.13  
Benchmarks/Reveal  3          30             100              1               0:00:00.516          2002431     0.88                156456,4.06  
Benchmarks/Reveal  3          30             100              2               0:00:00.473          2002431     0.88                155536,4.10  
Benchmarks/Reveal  3          30             100              5               0:00:00.460          2002431     0.77                143856,4.04  
Benchmarks/Reveal  3          30             100              10              0:00:00.492          2002431     0.68                160228,4.17  
Benchmarks/Reveal  3          100            25000            0               0:00:00.385          2002431     0.54                147544,4.12  
Benchmarks/Reveal  3          100            25000            1               0:00:00.455          2002431     1.05                147700,4.06  
Benchmarks/Reveal  3          100            25000            2               0:00:00.309          2002431     0.84                149256,4.18  
Benchmarks/Reveal  3          100            25000            5               0:00:00.297          2002431     0.91                155472,4.11  
Benchmarks/Reveal  3          100            25000            10              0:00:00.505          2002431     0.71                142708,4.25  
Benchmarks/Reveal  3          100            10000            0               0:00:00.382          2002431     0.56                151044,4.09  
Benchmarks/Reveal  3          100            10000            1               0:00:00.659          2002431     0.85                161612,4.09  
