program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
Comparison;boolean_gmw;0;0;25000;10000;0;580.631;3.84;440;40;14.040;14.040;568;568;48.544;104.794;0.000;0.000;0.000;0.000;0.000;Setup;Extension;513.496;0.081;51.524
Comparison;boolean_gmw;0;0;25000;10000;1;824.494;4.10;448;38;14.040;14.040;568;568;60.507;105.819;0.000;0.000;0.000;0.000;0.000;Setup;Extension;716.331;0.070;93.621
Comparison;boolean_gmw;0;0;25000;10000;2;1442.697;5.70;453;28;14.040;14.040;568;568;80.326;104.150;0.000;0.000;0.000;0.000;0.000;Setup;Extension;916.280;0.051;512.601
Comparison;boolean_gmw;0;0;25000;10000;5;2725.948;3.21;442;50;14.040;14.040;568;568;60.714;106.101;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2236.064;0.085;472.626
Comparison;boolean_gmw;0;0;25000;10000;10;4070.526;8.59;454;18;14.040;14.040;568;568;80.575;104.365;0.000;0.000;0.000;0.000;0.000;Setup;Extension;3207.561;0.072;847.059
Comparison;boolean_gmw;0;0;10000;10000;0;552.243;3.77;452;41;14.040;14.040;568;568;62.583;106.135;0.000;0.000;0.000;0.000;0.000;Setup;Extension;527.447;0.062;10.745
Comparison;boolean_gmw;0;0;10000;10000;1;962.757;4.18;451;37;14.040;14.040;568;568;60.351;105.767;0.000;0.000;0.000;0.000;0.000;Setup;Extension;688.469;0.059;260.415
Comparison;boolean_gmw;0;0;10000;10000;2;914.456;4.13;454;36;14.040;14.040;568;568;53.493;104.411;0.000;0.000;0.000;0.000;0.000;Setup;Extension;871.194;0.082;29.612
Comparison;boolean_gmw;0;0;10000;10000;5;1215.466;4.50;455;36;14.040;14.040;568;568;61.479;323.652;0.000;0.000;0.000;0.000;0.000;Setup;Extension;984.464;0.085;217.979
Comparison;boolean_gmw;0;0;10000;10000;10;11560.766;15.00;453;11;14.040;14.040;568;568;78.132;7361.391;0.000;0.000;0.000;0.000;0.000;Setup;Extension;10935.739;0.084;610.687
Comparison;boolean_gmw;0;0;1000;10000;0;674.987;3.96;434;41;14.040;14.040;568;568;63.596;105.280;0.000;0.000;0.000;0.000;0.000;Setup;Extension;605.831;0.085;54.141
Comparison;boolean_gmw;0;0;1000;10000;1;951.980;5.18;436;31;14.040;14.040;568;568;65.782;104.379;0.000;0.000;0.000;0.000;0.000;Setup;Extension;839.995;0.076;94.058
Comparison;boolean_gmw;0;0;1000;10000;2;1038.631;1.49;452;103;14.040;14.040;568;568;62.822;104.469;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1011.130;0.082;12.037
Comparison;boolean_gmw;0;0;1000;10000;5;1505.626;4.79;444;36;14.040;14.040;568;568;63.334;243.222;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1005.795;0.087;482.144
Comparison;boolean_gmw;0;0;1000;10000;10;6498.590;9.73;457;17;14.040;14.040;568;568;63.191;4691.782;0.000;0.000;0.000;0.000;0.000;Setup;Extension;6285.359;0.085;197.942
Comparison;boolean_gmw;0;0;100;10000;0;2543.433;2.79;449;66;14.040;14.040;568;568;61.324;860.490;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2359.796;0.063;170.051
