program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.315;2002431;1.09;153;3.90
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.450;2002431;1.00;183;4.12
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.450;2002431;0.99;170;4.13
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.420;2002431;0.99;139;4.08
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.294;2002431;0.81;138;3.94
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.312;2002431;0.59;151;4.02
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.314;2002431;0.95;151;4.17
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.384;2002431;0.90;149;4.08
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.451;2002431;0.99;140;4.10
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.369;2002431;0.80;141;4.05
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.484;2002431;0.85;141;4.06
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.448;2002431;0.97;138;4.24
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.313;2002431;0.86;140;4.12
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.454;2002431;0.84;151;4.17
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.448;2002431;0.90;141;3.99
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.316;2002431;0.90;151;4.06
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.298;2002431;0.95;154;4.13
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.379;2002431;0.77;147;4.25
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.303;2002431;0.82;152;4.06
Benchmarks/Reveal;3;0;25000;1000000;0;0:00:00.301;2002431;0.79;147;4.08
Benchmarks/Reveal;3;25;25000;1000000;0;0:00:00.694;2002431;1.09;149;4.17
