comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
8.09;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001468;NA;.004981;.090097;.114402;.117500;14;21
8.28;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001906;NA;.004363;.062032;.102840;.105000;14;20
8.03;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001675;NA;.004854;.080258;.104062;.105000;14;22
8.21;510;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001841;NA;.004207;.061060;.108528;.110000;14;19
8.03;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001841;NA;.003919;.083162;.111700;.112500;14;17
7.95;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001406;NA;.004336;.087218;.103992;.105000;14;20
7.89;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001782;NA;.004097;.087891;.115177;.117500;14;17
7.94;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001863;NA;.004644;.060099;.101287;.102500;16;23
8.08;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001802;NA;.004580;.102286;.111297;.112500;14;20
7.90;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001753;NA;.004346;.088994;.112514;.115000;14;18
7.98;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.003239;NA;.005042;.089044;.113105;.117500;14;21
7.96;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001830;NA;.005017;.081700;.104868;.107500;14;23
7.92;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001840;NA;.004860;.039670;.098209;.100000;14;23
7.93;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.003174;NA;.004951;.065987;.111236;.112500;14;21
8.13;507;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.003063;NA;.004127;.065437;.112280;.115000;14;17
8.00;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001434;NA;.004618;.106634;.112831;.115000;14;19
8.10;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001863;NA;.004575;.095355;.095792;.097500;14;23
8.05;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002985;NA;.004114;.083848;.110480;.112500;14;17
7.90;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001825;NA;.004073;.103255;.110906;.112500;14;18
7.77;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001920;NA;.004185;.062499;.101030;.102500;14;21
7.91;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001815;NA;.004311;.086546;.113161;.115000;14;19
8.09;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001855;NA;.004149;.104933;.112732;.115000;14;18
7.87;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001884;NA;.004577;.068194;.104207;.107500;14;21
7.85;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001930;NA;.004359;.061826;.097891;.100000;14;22
7.93;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001890;NA;.004392;.046024;.097805;.100000;14;22
7.79;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.003118;NA;.003603;.088336;.112925;.115000;14;16
7.94;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001812;NA;.004035;.048102;.105345;.107500;14;19
7.86;511;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001771;NA;.004314;.057364;.098168;.100000;14;21
7.96;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.003270;NA;.004766;.097989;.109940;.112500;14;21
7.89;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;0;1;.004421;NA;.003698;.102137;.108503;.112500;14;17
7.91;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.253708;NA;.004609;.223820;.286574;.517500;14;4
7.85;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.001952;NA;.004225;.250369;.311451;.315000;14;7
7.93;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.001801;NA;.004693;.303026;.396284;.397500;14;6
7.94;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.000974;NA;.004819;.444476;.569986;.570000;14;4
7.94;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.001738;NA;.004495;.323995;.441283;.442500;14;5
8.04;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.001811;NA;.004379;.218352;.384066;.385000;14;5
7.92;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.253889;NA;.005321;.314493;.443850;.697500;14;3
7.89;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.001958;NA;.005183;.278272;.388348;.390000;14;6
7.90;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.252531;NA;.005010;.293138;.417010;.532500;14;4
7.90;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;1;1;.001871;NA;.005084;.284328;.339629;.342500;14;7
7.82;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.252249;NA;.005789;.535916;.690779;.942500;14;3
7.95;510;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.001662;NA;.004255;.531198;.736704;.737500;18;3
7.90;511;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.256134;NA;.005180;.619760;.957102;.960000;20;2
8.03;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.253740;NA;.004579;.441337;.578150;.727500;14;3
7.90;510;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.255901;NA;.005042;.537093;.711461;.840000;14;3
8.02;510;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.251183;NA;.004676;.540435;.774779;.777500;14;3
8.12;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.253434;NA;.004728;.619377;1.087725;1.090000;14;2
7.88;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.255085;NA;.004713;.693649;.894845;.897500;14;2
7.87;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.001929;NA;.004600;.577769;.815247;.817500;14;2
7.97;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;2;1;.001523;NA;.004901;.488861;.577075;.580000;18;4
7.85;511;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.258204;NA;.005326;1.237473;1.444291;1.447500;18;1
7.89;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.251053;NA;.004929;1.362631;1.442119;1.565000;14;1
7.99;510;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.254617;NA;.005762;1.125857;1.670538;1.925000;14;1
8.06;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.252863;NA;.004321;1.285467;1.657927;1.687500;14;1
7.91;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.253189;NA;.005249;1.400476;1.775020;1.777500;14;1
8.08;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.255710;NA;.005295;1.467591;1.879374;1.882500;14;1
8.06;508;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.253271;NA;.004811;1.268281;1.705039;1.957500;18;1
8.09;512;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.253185;NA;.005244;1.237785;1.914764;2.167500;20;1
8.04;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.252213;NA;.005714;1.145626;1.432136;1.485000;14;1
8.04;509;1;0;4;512;82;1;0;5;10000;10000;0;25000;1;0;0;5;1;.515791;NA;.005205;1.192978;1.381130;1.577500;14;1
8.19;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002071;NA;.004858;.004811;.005221;.007500;15;297
8.35;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002064;NA;.004636;.006227;.006431;.007500;15;244
8.39;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001866;NA;.005250;.006182;.006457;.007500;15;286
8.19;509;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002034;NA;.004330;.006858;.007357;.010000;15;213
8.30;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002068;NA;.004513;.005961;.006109;.007500;15;259
8.56;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.004808;NA;.004718;.005107;.005427;.010000;15;220
8.18;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001850;NA;.005441;.006749;.006997;.007500;15;279
8.30;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002105;NA;.004952;.004935;.005178;.007500;15;291
8.24;509;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002058;NA;.005425;.005271;.005596;.007500;16;308
8.17;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001827;NA;.003919;.005215;.005393;.007500;15;241
8.20;509;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001546;NA;.004483;.006531;.006687;.007500;15;237
8.18;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001869;NA;.004322;.004413;.004608;.007500;15;296
8.37;509;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002068;NA;.004499;.004790;.005049;.007500;15;287
8.34;509;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.003049;NA;.004470;.004592;.004788;.007500;15;260
8.24;509;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001984;NA;.004261;.006492;.006875;.010000;15;219
8.16;509;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001278;NA;.004481;.004484;.004829;.005000;15;320
8.09;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002070;NA;.004805;.004782;.004995;.007500;15;297
8.24;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001838;NA;.005418;.004969;.005303;.007500;15;314
8.33;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002046;NA;.004807;.006573;.007022;.010000;15;241
8.37;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001895;NA;.004148;.005512;.005612;.007500;15;241
8.19;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001792;NA;.004319;.005545;.005827;.007500;15;248
8.04;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001697;NA;.004522;.006152;.006436;.007500;15;233
8.21;509;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001526;NA;.005525;.005949;.006111;.007500;15;317
8.39;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001435;NA;.004476;.004626;.004711;.005000;15;317
8.23;507;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001814;NA;.005058;.006196;.006347;.007500;15;281
8.19;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001443;NA;.004527;.006106;.006715;.007500;15;254
8.24;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.001722;NA;.004527;.005916;.006061;.007500;15;263
8.84;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002061;NA;.004682;.005853;.006506;.007500;15;261
8.35;508;1;0;4;512;182;1;0;5;10000;10000;0;25000;1;0;0;0;1;.002085;NA;.004577;.005810;.006126;.007500;15;250
