program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
53;FIELD;maldishonest;mascot;3;0.32;30;1;10;1.84962;0:01.97;199;	Percent of CPU this job got: 138;~341;90.3445;270.869
53;FIELD;semidishonest;semi;3;0.32;30;1;10;0.412254;0:00.51;64;	Percent of CPU this job got: 117;~260;16.5012;49.4028
53;FIELD;semidishonest;hemi;3;0.32;30;1;10;0.5339;0:00.68;45;	Percent of CPU this job got: 92;~255;3.24711;9.6405
53;FIELD;semidishonest;temi;3;0.32;30;1;10;0.358496;0:00.61;39;	Percent of CPU this job got: 84;~262;4.02942;8.84122
53;FIELD;semidishonest;soho;3;0.32;30;1;10;2.0594;0:03.41;163;	Percent of CPU this job got: 97;~255;17.2977;51.8244
53;FIELD;malhonest;malicious-shamir;3;0.32;30;1;10;0.102875;0:00.19;25;	Percent of CPU this job got: 81;~78;3.5571;10.3513
53;FIELD;malhonest;malicious-rep-field;3;0.32;30;1;10;0.0766128;0:00.16;22;	Percent of CPU this job got: 62;~75;1.13888;3.25664
53;FIELD;malhonest;ps-rep-field;3;0.32;30;1;10;0.0398658;0:00.12;19;	Percent of CPU this job got: 61;~75;0.668;1.844
53;FIELD;malhonest;sy-rep-field;3;0.32;30;1;10;0.0807879;0:00.17;22;	Percent of CPU this job got: 69;~87;0.819256;2.29777
53;FIELD;semihonest;shamir;3;0.32;30;1;10;0.0267206;0:00.10;15;	Percent of CPU this job got: 55;~74;0.658592;1.65525
53;FIELD;semihonest;atlas;3;0.32;30;1;10;0.0786412;0:00.16;19;	Percent of CPU this job got: 70;~137;1.93261;4.51726
53;FIELD;semihonest;replicated-field;3;0.32;30;1;10;0.0208009;0:00.10;17;	Percent of CPU this job got: 56;~63;0.329296;0.827888
