program  c.domain  adv.model        protocol             partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)                         P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
51       FIELD     maldishonest     mascot               3          0.27          30                 1                  10          0.861666                                  0             	Percent of CPU this job got: 135  ~71           45.1476         135.41
51       FIELD     maldishonest     lowgear              3          0.27          30                 1                  10          1368.56                                   0             	Percent of CPU this job got: 114  ~481          59.0189         174.697
51       FIELD     covertdishonest  cowgear              3          0.27          30                 1                  10          14.6548                                   0             	Percent of CPU this job got: 97   ~481          59.0189         174.697
51       FIELD     covertdishonest  chaigear             3          0.27          30                 1                  10          56.2695                                   0             	Percent of CPU this job got: 98   ~179          37.6129         133.287
51       FIELD     semidishonest    semi                 3          0.27          30                 1                  10          0.168838                                  0             	Percent of CPU this job got: 110  ~12           8.20086         24.6019
51       FIELD     semidishonest    hemi                 3          0.27          30                 1                  10          0.483154                                  0             	Percent of CPU this job got: 92   ~11           3.14695         9.44018
51       FIELD     semidishonest    temi                 3          0.27          30                 1                  10          0.301453                                  0             	Percent of CPU this job got: 88   ~18           3.92944         8.64107
51       FIELD     semidishonest    soho                 3          0.27          30                 1                  10          1.14283                                   0             	Percent of CPU this job got: 97   ~12           10.9747         32.9234
51       FIELD     malhonest        malicious-shamir     3          0.27          30                 1                  10          0.0518105                                 0             	Percent of CPU this job got: 66   ~11           1.76084         5.28252
51       FIELD     malhonest        malicious-rep-field  3          0.27          30                 1                  10          0.0251866                                 0             	Percent of CPU this job got: 61   ~9            0.480632        1.4419
51       FIELD     malhonest        ps-rep-field         3          0.27          30                 1                  10          0.00188338                                0             	Percent of CPU this job got: 54   ~9            0.000792        0.002376
51       FIELD     malhonest        sy-rep-field         3          0.27          30                 1                  10          0.00168157                                0             	Percent of CPU this job got: 56   ~8            0.000592        0.001776
51       FIELD     semihonest       shamir               3          0.27          30                 1                  10          0.00142682                                0             	Percent of CPU this job got: 53   ~3            0.000352        0.001008
51       FIELD     semihonest       atlas                3          0.27          30                 1                  10          0.0185558                                 0             	Percent of CPU this job got: 54   ~6            0.213632        0.640816
51       FIELD     semihonest       replicated-field     3          0.27          30                 1                  10          0.000789287                               0             	Percent of CPU this job got: 48   ~2            0.000176        0.000528
51       RING      maldishonest     spdz2k               3          0.09          16                 1                  10          2.06197                                   0             	Percent of CPU this job got: 98   ~140          60.8024         182.311
51       RING      semidishonest    semi2k               3          0.09          16                 1                  10          0.139116                                  0             	Percent of CPU this job got: 121  ~12           8.20086         24.6019
51       RING      malhonest        brain                3          0.09          16                 1                  10          0.107334                                  0             	Percent of CPU this job got: 76   ~18           1.88074         5.64223
51       RING      malhonest        malicious-rep-ring   3          0.09          16                 1                  10          0.0294314                                 0             	Percent of CPU this job got: 58   ~13           0.630674        1.89202
51       RING      malhonest        ps-rep-ring          3          0.09          16                 1                  10          0.0019707                                 0             	Percent of CPU this job got: 44   ~9            0.00092         0.00276
51       RING      malhonest        sy-rep-ring          3          0.09          16                 1                  10          0.00639434                                0             	Percent of CPU this job got: 52   ~28           0.028174        0.080994
51       RING      semihonest       replicated-ring      3          0.09          16                 1                  10          0.00114843                                0             	Percent of CPU this job got: 48   ~2            0.000176        0.000528
