comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.40;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.007834;NA;.009833;.029624;.029613;.040000;4;40
2.38;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.007443;NA;.008784;.166224;.166220;.170000;4;8
2.58;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006828;NA;.008416;.170533;.170513;.180000;4;7
2.63;286;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.007485;NA;.006227;.175378;.175369;.180000;7;6
2.38;283;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.007282;NA;.008222;.167710;.167698;.170000;4;7
2.40;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.012296;NA;.008826;.146701;.146688;.160000;4;8
2.39;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006469;NA;.007249;.022463;.022426;.030000;4;34
2.71;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.007452;NA;.009758;.134328;.134323;.140000;4;11
2.41;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.011926;NA;.008298;.225015;.225011;.240000;4;5
2.37;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.013427;NA;.007198;.174928;.174913;.190000;4;7
2.37;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.004754;NA;.009792;.052123;.052112;.060000;4;26
2.39;283;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006832;NA;.008012;.162721;.162717;.170000;4;8
2.27;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.004837;NA;.008301;.096195;.096182;.100000;4;12
2.39;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006854;NA;.009852;.133456;.133445;.140000;4;11
2.57;284;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.007472;NA;.009358;.168724;.168711;.180000;7;8
2.60;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006662;NA;.006205;.112014;.112004;.120000;4;9
2.55;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006248;NA;.008580;.141513;.141506;.150000;4;8
2.37;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006824;NA;.008077;.133077;.133061;.140000;4;9
2.41;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.005340;NA;.010338;.142979;.142974;.150000;4;9
2.39;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006760;NA;.010602;.226581;.226569;.230000;4;6
2.29;283;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.002390;NA;.008845;.121369;.121357;.120000;4;11
2.79;283;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.003247;NA;.008518;.169486;.169478;.170000;4;6
2.37;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.007317;NA;.008665;.128319;.128309;.130000;4;10
2.50;282;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.017499;NA;.008728;.180772;.180765;.200000;4;6
2.54;281;1;0;1;32;49;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.006560;NA;.009673;.146534;.146524;.150000;4;8
