program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec
psi;boolean_gmw;3;0;25000;100;0;50599.038;59.24;10766;574;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;47741.079;56.36;10572;556;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;48486.717;57.14;10716;588;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;48720.697;57.41;10787;580;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;48790.744;56.93;10705;582;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;48160.595;56.72;10724;586;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;48870.363;57.61;10836;577;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;53129.235;61.16;10606;563;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;50148.538;58.70;10582;544;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;48529.838;57.02;10565;578;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;47380.560;55.50;10731;606;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;52611.546;61.25;10592;555;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;50303.599;58.49;10713;574;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;45222.644;53.74;10605;599;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;51837.831;60.50;10802;550;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;51586.307;60.06;10604;592;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;47078.791;55.67;10573;605;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;49251.442;57.89;10793;569;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;47534.795;55.53;10608;595;41.049;44.223;658596;658596
psi;boolean_gmw;3;0;25000;100;0;49204.600;57.87;10834;587;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;56429.910;62.24;10608;521;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;54025.735;59.79;10740;567;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;54853.518;60.74;10784;524;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;57909.336;63.66;10656;533;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;56897.262;62.65;10614;518;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;57148.983;62.85;10612;534;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;56637.981;61.77;10582;506;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;59524.037;65.35;10896;535;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;55403.706;61.17;10733;557;41.049;44.223;658596;658596
psi;boolean_gmw;3;25;25000;100;0;56461.841;62.36;10910;532;41.049;44.223;658596;658596
psi;boolean_gmw;3;50;25000;100;0;68023.203;73.91;10548;488;41.049;44.223;658596;658596
psi;boolean_gmw;3;50;25000;100;0;64398.683;70.34;10618;478;41.049;44.223;658596;658596
psi;boolean_gmw;3;50;25000;100;0;65053.675;70.97;10612;471;41.049;44.223;658596;658596
psi;boolean_gmw;3;50;25000;100;0;65110.787;71.00;10612;468;41.049;44.223;658596;658596
psi;boolean_gmw;3;50;25000;100;0;66538.153;72.46;10880;467;41.049;44.223;658596;658596
psi;boolean_gmw;3;50;25000;100;0;65744.882;71.76;10708;485;41.049;44.223;658596;658596
psi;boolean_gmw;3;50;25000;100;0;60388.138;66.34;10697;498;41.049;44.223;658596;658596
