program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
Share;arithmetic_gmw;0;0;25000;1000000;0;113.004;3.14;78;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;41.326;0.004;56.397
Share;arithmetic_gmw;0;0;25000;1000000;1;54.899;0.07;74;146;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.922;0.003;41.518
Share;arithmetic_gmw;0;0;25000;1000000;2;70.860;3.30;74;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.269;0.004;51.270
Share;arithmetic_gmw;0;0;25000;1000000;5;63.025;3.08;74;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2.276;0.003;46.030
Share;arithmetic_gmw;0;0;25000;1000000;10;484.279;3.50;76;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;414.352;0.005;54.861
Share;arithmetic_gmw;0;0;10000;1000000;0;64.294;0.08;74;173;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.186;0.003;46.655
Share;arithmetic_gmw;0;0;10000;1000000;1;74.376;3.09;78;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2.334;0.003;53.939
Share;arithmetic_gmw;0;0;10000;1000000;2;64.990;3.27;78;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.546;0.003;45.810
Share;arithmetic_gmw;0;0;10000;1000000;5;65.417;3.08;74;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2.298;0.003;50.055
Share;arithmetic_gmw;0;0;10000;1000000;10;73.713;3.10;74;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2.948;0.004;54.458
Share;arithmetic_gmw;0;0;1000;1000000;0;72.876;3.09;74;5;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2.860;0.003;52.952
Share;arithmetic_gmw;0;0;1000;1000000;1;47.584;0.07;75;139;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.889;0.002;34.175
Share;arithmetic_gmw;0;0;1000;1000000;2;70.924;3.09;77;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.791;0.004;54.091
Share;arithmetic_gmw;0;0;1000;1000000;5;274.390;0.50;78;29;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;208.997;0.004;47.254
Share;arithmetic_gmw;0;0;1000;1000000;10;107.566;3.31;73;3;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;44.978;0.003;49.793
Share;arithmetic_gmw;0;0;100;1000000;0;62.561;3.09;78;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.359;0.003;45.838
Share;arithmetic_gmw;0;0;100;1000000;1;91.475;3.11;74;3;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;42.099;0.003;38.509
Share;arithmetic_gmw;0;0;100;1000000;2;65.497;3.08;74;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;2.497;0.003;46.914
Share;arithmetic_gmw;0;0;100;1000000;5;81.908;0.30;74;53;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.695;0.004;60.501
Share;arithmetic_gmw;0;0;100;1000000;10;64.760;4.49;78;3;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.844;0.004;47.899
Share;arithmetic_gmw;0;25;25000;1000000;0;204.394;0.37;78;37;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;143.971;0.004;43.308
Share;arithmetic_gmw;0;25;25000;1000000;1;192.705;0.39;78;26;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;142.346;0.004;39.216
Share;arithmetic_gmw;0;25;25000;1000000;2;213.185;0.37;74;43;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;141.444;0.004;54.388
Share;arithmetic_gmw;0;25;25000;1000000;5;466.457;1.62;76;8;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;403.970;0.004;46.329
Share;arithmetic_gmw;0;25;25000;1000000;10;484.109;1.65;73;10;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;402.099;0.005;62.835
Share;arithmetic_gmw;0;25;10000;1000000;0;199.717;0.37;78;29;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;142.971;0.003;45.996
Share;arithmetic_gmw;0;25;10000;1000000;1;213.638;0.38;76;36;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;141.063;0.004;57.398
Share;arithmetic_gmw;0;25;10000;1000000;2;217.100;0.37;76;42;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;143.102;0.005;53.610
Share;arithmetic_gmw;0;25;10000;1000000;5;522.390;0.66;74;21;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;464.401;0.004;40.113
Share;arithmetic_gmw;0;25;10000;1000000;10;556.276;1.02;76;13;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;496.253;0.004;44.421
Share;arithmetic_gmw;0;25;1000;1000000;0;198.145;0.38;74;32;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;142.435;0.005;41.650
Share;arithmetic_gmw;0;25;1000;1000000;1;207.391;0.38;77;33;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;143.836;0.004;48.223
Share;arithmetic_gmw;0;25;1000;1000000;2;204.770;0.39;74;37;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;141.492;0.004;44.314
Share;arithmetic_gmw;0;25;1000;1000000;5;506.793;0.65;74;22;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;434.235;0.004;55.055
Share;arithmetic_gmw;0;25;1000;1000000;10;166.679;0.93;78;16;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;101.996;0.005;44.746
Share;arithmetic_gmw;0;25;100;1000000;0;218.112;0.37;76;40;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;143.938;0.005;54.776
Share;arithmetic_gmw;0;25;100;1000000;1;122.725;0.61;74;23;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;51.458;0.004;56.110
Share;arithmetic_gmw;0;25;100;1000000;2;246.033;1.39;75;9;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;182.873;0.004;46.365
Share;arithmetic_gmw;0;25;100;1000000;5;178.074;0.98;74;15;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;102.722;0.005;52.772
Share;arithmetic_gmw;0;25;100;1000000;10;234.788;3.88;74;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;155.146;0.006;60.470
Share;arithmetic_gmw;0;50;25000;1000000;0;315.947;0.66;74;23;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;245.114;0.005;52.503
Share;arithmetic_gmw;0;50;25000;1000000;1;309.806;1.66;78;8;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;243.312;0.005;49.340
Share;arithmetic_gmw;0;50;25000;1000000;2;308.985;0.65;76;23;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;244.169;0.005;45.440
Share;arithmetic_gmw;0;50;25000;1000000;5;303.715;0.70;74;18;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;245.406;0.004;44.515
Share;arithmetic_gmw;0;50;25000;1000000;10;588.540;1.95;76;8;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;512.767;0.005;54.490
Share;arithmetic_gmw;0;50;10000;1000000;0;306.628;0.65;73;21;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;242.157;0.022;46.600
Share;arithmetic_gmw;0;50;10000;1000000;1;307.189;1.64;74;9;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;234.156;0.005;52.630
Share;arithmetic_gmw;0;50;10000;1000000;2;409.106;0.74;78;21;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;330.153;0.005;56.647
Share;arithmetic_gmw;0;50;10000;1000000;5;316.290;1.65;76;9;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;243.610;0.004;51.700
Share;arithmetic_gmw;0;50;10000;1000000;10;1445.240;2.34;73;6;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1379.780;0.005;46.751
Share;arithmetic_gmw;0;50;1000;1000000;0;297.012;0.66;80;17;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;243.288;0.004;41.348
Share;arithmetic_gmw;0;50;1000;1000000;1;306.347;0.66;76;22;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;241.299;0.004;44.467
Share;arithmetic_gmw;0;50;1000;1000000;2;306.680;2.21;75;16;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;230.382;0.004;48.422
Share;arithmetic_gmw;0;50;1000;1000000;5;273.428;1.64;74;8;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;201.843;0.005;55.682
Share;arithmetic_gmw;0;50;1000;1000000;10;469.449;2.16;78;5;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;418.988;0.003;37.235
Share;arithmetic_gmw;0;50;100;1000000;0;322.802;0.65;73;25;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;244.948;0.005;58.592
Share;arithmetic_gmw;0;50;100;1000000;1;299.864;4.06;74;3;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;230.646;0.004;51.827
Share;arithmetic_gmw;0;50;100;1000000;2;748.844;1.01;76;14;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;680.769;0.004;51.460
Share;arithmetic_gmw;0;50;100;1000000;5;650.087;0.99;80;16;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;574.939;0.005;54.770
Share;arithmetic_gmw;0;50;100;1000000;10;941.192;1.81;74;8;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;872.644;0.005;48.274
Share;arithmetic_gmw;0;75;25000;1000000;0;416.626;0.92;76;17;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;342.727;0.005;51.599
Share;arithmetic_gmw;0;75;25000;1000000;1;424.508;0.92;72;18;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;342.216;0.004;62.850
Share;arithmetic_gmw;0;75;25000;1000000;2;399.381;0.92;74;11;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;342.879;0.004;44.006
Share;arithmetic_gmw;0;75;25000;1000000;5;360.913;1.51;78;8;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;301.790;0.004;43.239
Share;arithmetic_gmw;0;75;25000;1000000;10;412.223;1.07;78;13;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;341.540;0.004;53.212
Share;arithmetic_gmw;0;75;10000;1000000;0;408.490;0.93;73;17;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;342.495;0.003;49.171
Share;boolean_gmw;0;0;25000;1000000;0;63.289;3.09;52;3;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.217;0.004;46.084
Share;boolean_gmw;0;0;25000;1000000;1;109.503;3.13;52;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;45.010;0.004;45.941
Share;boolean_gmw;0;0;25000;1000000;2;60.877;3.08;53;4;0.000;0.000;4;4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;Setup;Extension;1.567;0.003;42.595
