program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/SecureAuction;3;0;25000;100;0;0:00:00.705;2558357;0.98;74;4.03
UseCases/SecureAuction;3;0;25000;100;1;0:00:00.707;2558467;0.98;68;4.10
UseCases/SecureAuction;3;0;25000;100;2;0:00:02.193;2558435;2.48;74;4.21
UseCases/SecureAuction;3;0;25000;100;5;0:00:02.964;2558444;3.26;60;4.09
UseCases/SecureAuction;3;0;25000;500;0;0:00:02.035;12277357;2.21;109;4.21
UseCases/SecureAuction;3;0;25000;500;1;0:00:02.051;12277385;2.44;120;4.21
UseCases/SecureAuction;3;0;25000;500;2;0:00:02.737;12277370;2.94;113;4.32
UseCases/SecureAuction;3;0;25000;500;5;0:00:04.542;12277491;4.82;114;4.21
UseCases/SecureAuction;3;0;25000;1000;0;0:00:03.820;24426444;4.10;178;4.35
UseCases/SecureAuction;3;0;25000;1000;1;0:00:04.112;24426399;4.31;172;4.38
UseCases/SecureAuction;3;0;25000;1000;2;0:00:04.541;24426448;4.75;197;4.44
UseCases/SecureAuction;3;0;25000;1000;5;0:00:07.864;24426449;9.29;194;4.38
UseCases/SecureAuction;3;0;10000;100;0;0:00:00.665;2558379;0.94;62;4.08
UseCases/SecureAuction;3;0;10000;100;1;0:00:00.720;2558379;1.00;54;4.12
UseCases/SecureAuction;3;0;10000;100;2;0:00:01.023;2558471;2.34;72;4.09
UseCases/SecureAuction;3;0;10000;100;5;0:00:03.769;2558472;4.06;58;4.05
UseCases/SecureAuction;3;0;10000;500;0;0:00:02.018;12277499;2.29;115;4.27
UseCases/SecureAuction;3;0;10000;500;1;0:00:01.943;12277474;2.12;131;4.25
UseCases/SecureAuction;3;0;10000;500;2;0:00:02.523;12277511;2.72;132;4.11
UseCases/SecureAuction;3;0;10000;500;5;0:00:04.822;12277519;5.10;143;4.34
UseCases/SecureAuction;3;0;10000;1000;0;0:00:04.017;24426393;4.20;185;4.39
UseCases/SecureAuction;3;0;10000;1000;1;0:00:04.015;24426373;4.29;176;4.43
UseCases/SecureAuction;3;0;10000;1000;2;0:00:04.529;24426408;4.79;196;4.36
UseCases/SecureAuction;3;0;10000;1000;5;0:00:05.582;24426436;6.85;187;4.35
UseCases/SecureAuction;3;0;1000;100;0;0:00:00.487;2558437;0.74;71;4.11
UseCases/SecureAuction;3;0;1000;100;1;0:00:01.843;2558430;2.03;64;4.06
UseCases/SecureAuction;3;0;1000;100;2;0:00:01.552;2558372;1.74;67;4.16
UseCases/SecureAuction;3;0;1000;100;5;0:00:02.946;2558478;3.36;59;4.07
UseCases/SecureAuction;3;0;1000;500;0;0:00:01.900;12277504;2.09;128;4.27
UseCases/SecureAuction;3;0;1000;500;1;0:00:02.094;12277374;2.35;133;4.24
UseCases/SecureAuction;3;0;1000;500;2;0:00:02.469;12277461;2.74;127;4.14
UseCases/SecureAuction;3;0;1000;500;5;0:00:04.559;12277451;4.83;123;4.12
UseCases/SecureAuction;3;0;1000;1000;0;0:00:03.643;24426667;3.92;191;4.44
UseCases/SecureAuction;3;0;1000;1000;1;0:00:04.087;24426343;4.28;189;4.38
UseCases/SecureAuction;3;0;1000;1000;2;0:00:04.150;24426769;4.44;171;4.53
UseCases/SecureAuction;3;0;1000;1000;5;0:00:06.768;24426319;8.97;187;4.55
UseCases/SecureAuction;3;0;100;100;0;0:00:00.545;2558454;0.81;56;4.03
UseCases/SecureAuction;3;0;100;100;1;0:00:00.921;2558435;1.10;60;4.13
UseCases/SecureAuction;3;0;100;100;2;0:00:01.136;2558436;1.63;52;4.12
UseCases/SecureAuction;3;0;100;100;5;0:00:03.615;2558418;5.05;61;4.24
UseCases/SecureAuction;3;0;100;500;0;0:00:02.245;12277497;2.52;105;4.36
UseCases/SecureAuction;3;0;100;500;1;0:00:02.760;12277415;3.05;110;4.25
UseCases/SecureAuction;3;0;100;500;2;0:00:03.653;12277481;3.91;109;4.28
UseCases/SecureAuction;3;0;100;500;5;0:00:05.249;12277319;5.53;120;4.20
UseCases/SecureAuction;3;0;100;1000;0;0:00:04.385;24426440;4.56;193;4.53
UseCases/SecureAuction;3;0;100;1000;1;0:00:04.123;24426588;4.39;173;4.38
UseCases/SecureAuction;3;0;100;1000;2;0:00:03.741;24426635;3.98;201;4.48
UseCases/SecureAuction;3;0;100;1000;5;0:00:06.993;24426595;7.29;190;4.38
UseCases/SecureAuction;3;25;25000;100;0;0:00:05.572;2558453;5.91;52;4.22
UseCases/SecureAuction;3;25;25000;100;1;0:00:07.431;2558414;7.77;60;4.19
UseCases/SecureAuction;3;25;25000;100;2;0:00;2558461;10.32;72;4.00
UseCases/SecureAuction;3;25;25000;100;5;0:00:12.896;2558416;13.25;65;4.21
UseCases/SecureAuction;3;25;25000;500;0;0:00:07.476;12277490;7.93;118;4.32
UseCases/SecureAuction;3;25;25000;500;1;0:00:10.062;12277389;10.54;114;4.25
UseCases/SecureAuction;3;25;25000;500;2;0:00:14.138;12277644;14.48;113;4.38
UseCases/SecureAuction;3;25;25000;500;5;0:00:22.580;12277435;22.94;112;4.34
UseCases/SecureAuction;3;25;25000;1000;0;0:00:08.731;24426512;9.08;185;4.44
UseCases/SecureAuction;3;25;25000;1000;1;0:00:14.453;24426528;14.79;188;4.57
UseCases/SecureAuction;3;25;25000;1000;2;0:00:16.483;24426742;16.83;179;4.57
UseCases/SecureAuction;3;25;25000;1000;5;0:00:28.872;24426394;29.19;181;4.82
UseCases/SecureAuction;3;25;10000;100;0;0:00:05.387;2558388;5.70;60;3.98
UseCases/SecureAuction;3;25;10000;100;1;0:00:07.457;2558451;7.79;60;4.22
UseCases/SecureAuction;3;25;10000;100;2;0:00:09.994;2558370;10.34;70;4.23
UseCases/SecureAuction;3;25;10000;100;5;0:00:15.443;2558400;15.78;62;4.15
UseCases/SecureAuction;3;25;10000;500;0;0:00:06.872;12277455;7.21;108;4.24
UseCases/SecureAuction;3;25;10000;500;1;0:00:10.694;12277465;11.06;110;4.29
UseCases/SecureAuction;3;25;10000;500;2;0:00:12.456;12277497;13.80;127;4.43
UseCases/SecureAuction;3;25;10000;500;5;0:00:17.982;12277562;18.30;111;4.30
UseCases/SecureAuction;3;25;10000;1000;0;0:00:08.552;24426333;8.89;183;4.44
UseCases/SecureAuction;3;25;10000;1000;1;0:00:11.058;24426531;11.40;191;4.34
UseCases/SecureAuction;3;25;10000;1000;2;0:00:17.802;24426579;18.12;184;4.56
UseCases/SecureAuction;3;25;10000;1000;5;0:00:28.653;24426600;29.07;183;4.88
UseCases/SecureAuction;3;25;1000;100;0;0:00:05.512;2558363;5.85;52;4.16
UseCases/SecureAuction;3;25;1000;100;1;0:00:07.529;2558346;7.97;56;4.10
UseCases/SecureAuction;3;25;1000;100;2;0:00:09.298;2558360;9.63;74;4.07
UseCases/SecureAuction;3;25;1000;100;5;0:00:14.184;2558440;14.58;68;4.10
UseCases/SecureAuction;3;25;1000;500;0;0:00:06.773;12277486;7.23;124;4.21
UseCases/SecureAuction;3;25;1000;500;1;0:00:10.061;12277511;10.43;119;4.37
UseCases/SecureAuction;3;25;1000;500;2;0:00:13.022;12277433;13.46;108;4.35
UseCases/SecureAuction;3;25;1000;500;5;0:00:20.880;12277432;21.21;114;4.43
UseCases/SecureAuction;3;25;1000;1000;0;0:00:08.923;24426513;9.27;187;4.44
UseCases/SecureAuction;3;25;1000;1000;1;0:00:13.655;24426658;13.99;193;4.68
UseCases/SecureAuction;3;25;1000;1000;2;0:00:16.994;24426247;17.31;174;4.61
UseCases/SecureAuction;3;25;1000;1000;5;0:00:27.032;24426257;27.62;193;4.65
UseCases/SecureAuction;3;25;100;100;0;0:00:05.611;2558401;5.95;62;4.21
UseCases/SecureAuction;3;25;100;100;1;0:00:08.322;2558375;8.63;62;4.30
UseCases/SecureAuction;3;25;100;100;2;0:00:08.930;2558490;10.35;72;4.21
UseCases/SecureAuction;3;25;100;100;5;0:00:13.704;2558415;14.11;62;3.95
UseCases/SecureAuction;3;25;100;500;0;0:00:06.763;12277440;7.22;108;4.24
UseCases/SecureAuction;3;25;100;500;1;0:00:10.329;12277509;10.75;122;4.37
