program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/SecureAuction;3;25;100;500;2;0:00:13.728;12277460;14.15;124;4.55
UseCases/SecureAuction;3;25;100;500;5;0:00:21.110;12277548;21.79;119;4.55
UseCases/SecureAuction;3;25;100;1000;0;0:00:08.907;24426487;9.26;197;4.53
UseCases/SecureAuction;3;25;100;1000;1;0:00:14.033;24426420;14.35;180;4.49
UseCases/SecureAuction;3;25;100;1000;2;0:00:18.822;24426458;19.14;193;4.66
UseCases/SecureAuction;3;25;100;1000;5;0:00:33.631;24426375;34.07;175;4.98
UseCases/SecureAuction;3;50;25000;100;0;0:00:10.485;2558434;10.92;52;4.14
UseCases/SecureAuction;3;50;25000;100;1;0:00:13.954;2558453;14.37;64;4.25
UseCases/SecureAuction;3;50;25000;100;2;0:00:18.816;2558445;19.23;68;4.21
UseCases/SecureAuction;3;50;25000;100;5;0:00:25.784;2558395;26.27;58;4.24
UseCases/SecureAuction;3;50;25000;500;0;0:00:12.475;12277342;12.94;110;4.46
UseCases/SecureAuction;3;50;25000;500;1;0:00:18.302;12277452;18.82;106;4.41
UseCases/SecureAuction;3;50;25000;500;2;0:00:23.013;12277351;23.47;106;4.46
UseCases/SecureAuction;3;50;25000;500;5;0:00:36.546;12277384;37.01;112;4.43
UseCases/SecureAuction;3;50;25000;1000;0;0:00:13.663;24426570;14.10;202;4.31
UseCases/SecureAuction;3;50;25000;1000;1;0:00:24.789;24426577;25.26;176;4.66
UseCases/SecureAuction;3;50;25000;1000;2;0:00:30.987;24426307;31.60;176;4.73
UseCases/SecureAuction;3;50;25000;1000;5;0:00:53.212;24426396;53.83;179;4.90
UseCases/SecureAuction;3;50;10000;100;0;0:00:10.427;2558417;10.87;52;4.17
UseCases/SecureAuction;3;50;10000;100;1;0:00:14.231;2558450;14.68;58;4.23
UseCases/SecureAuction;3;50;10000;100;2;0:00:19.370;2558435;19.80;58;4.16
UseCases/SecureAuction;3;50;10000;100;5;0:00:27.239;2558425;27.62;66;4.11
UseCases/SecureAuction;3;50;10000;500;0;0:00:12.418;12277335;12.89;124;4.17
UseCases/SecureAuction;3;50;10000;500;1;0:00:15.753;12277302;16.22;126;4.51
UseCases/SecureAuction;3;50;10000;500;2;0:00:24.237;12277467;26.73;115;4.57
UseCases/SecureAuction;3;50;10000;500;5;0:00:39.005;12277429;39.65;106;4.60
UseCases/SecureAuction;3;50;10000;1000;0;0:00:13.445;24426372;13.87;186;4.42
UseCases/SecureAuction;3;50;10000;1000;1;0:00:27.116;24426368;27.62;190;4.66
UseCases/SecureAuction;3;50;10000;1000;2;0:00:29.894;24426430;30.34;182;4.84
UseCases/SecureAuction;3;50;10000;1000;5;0:00:52.868;24426641;53.36;173;5.00
UseCases/SecureAuction;3;50;1000;100;0;0:00:10.458;2558417;10.91;68;4.27
UseCases/SecureAuction;3;50;1000;100;1;0:00:15.393;2558373;15.84;60;4.18
UseCases/SecureAuction;3;50;1000;100;2;0:00:19.257;2558494;19.70;58;4.23
UseCases/SecureAuction;3;50;1000;100;5;0:00:24.694;2558387;26.35;58;4.13
UseCases/SecureAuction;3;50;1000;500;0;0:00:11.735;12277410;12.20;106;4.27
UseCases/SecureAuction;3;50;1000;500;1;0:00:17.727;12277427;18.20;129;4.27
UseCases/SecureAuction;3;50;1000;500;2;0:00:22.472;12277517;22.93;105;4.46
UseCases/SecureAuction;3;50;1000;500;5;0:00:36.902;12277261;37.53;123;4.45
UseCases/SecureAuction;3;50;1000;1000;0;0:00:13.534;24426508;13.98;199;4.35
UseCases/SecureAuction;3;50;1000;1000;1;0:00:22.807;24426559;23.32;183;4.68
UseCases/SecureAuction;3;50;1000;1000;2;0:00:32.653;24426556;33.12;182;4.89
UseCases/SecureAuction;3;50;1000;1000;5;0:00:52.924;24426673;53.47;197;4.89
UseCases/SecureAuction;3;50;100;100;0;0:00:10.489;2558440;10.95;66;4.14
UseCases/SecureAuction;3;50;100;100;1;0:00:15.604;2558490;17.08;64;4.13
UseCases/SecureAuction;3;50;100;100;2;0:00:18.533;2558428;20.42;53;4.25
UseCases/SecureAuction;3;50;100;100;5;0:00:24.199;2558437;24.60;68;4.20
UseCases/SecureAuction;3;50;100;500;0;0:00:11.707;12277490;12.13;118;4.28
UseCases/SecureAuction;3;50;100;500;1;0:00:19.099;12277361;19.57;118;4.53
UseCases/SecureAuction;3;50;100;500;2;0:00:25.098;12277428;26.53;116;4.61
UseCases/SecureAuction;3;50;100;500;5;0:00:36.162;12277394;36.63;136;4.41
UseCases/SecureAuction;3;50;100;1000;0;0:00:13.881;24426623;14.35;175;4.42
UseCases/SecureAuction;3;50;100;1000;1;0:00:24.561;24426695;25.01;180;4.74
UseCases/SecureAuction;3;50;100;1000;2;0:00:31.646;24426623;32.07;190;4.71
UseCases/SecureAuction;3;50;100;1000;5;0:00:53.541;24426571;54.00;181;4.90
UseCases/SecureAuction;3;75;25000;100;0;0:00:15.515;2558373;16.10;58;4.23
UseCases/SecureAuction;3;75;25000;100;1;0:00:20.695;2558430;22.31;53;4.08
UseCases/SecureAuction;3;75;25000;100;2;0:00:24.021;2558421;24.59;58;4.18
UseCases/SecureAuction;3;75;25000;100;5;0:00:39.726;2558422;41.34;73;4.06
UseCases/SecureAuction;3;75;25000;500;0;0:00:16.682;12277447;17.28;110;4.25
UseCases/SecureAuction;3;75;25000;500;1;0:00:28.914;12277428;29.51;112;4.38
UseCases/SecureAuction;3;75;25000;500;2;0:00:29.351;12277340;29.94;113;4.44
UseCases/SecureAuction;3;75;25000;500;5;0:00:54.188;12277358;55.16;114;4.51
UseCases/SecureAuction;3;75;25000;1000;0;0:00:18.740;24426604;19.33;174;4.49
UseCases/SecureAuction;3;75;25000;1000;1;0:00:34.661;24426337;35.23;182;4.66
UseCases/SecureAuction;3;75;25000;1000;2;0:00:49.409;24426681;49.98;175;4.77
UseCases/SecureAuction;3;75;25000;1000;5;0:01:18.883;24426590;79.94;173;4.86
UseCases/SecureAuction;3;75;10000;100;0;0:00:15.416;2558398;16.01;74;4.20
UseCases/SecureAuction;3;75;10000;100;1;0:00:19.448;2558417;20.04;72;4.08
UseCases/SecureAuction;3;75;10000;100;2;0:00:23.605;2558423;24.18;58;4.06
UseCases/SecureAuction;3;75;10000;100;5;0:00:38.575;2558412;39.16;60;4.12
UseCases/SecureAuction;3;75;10000;500;0;0:00:16.790;12277575;17.38;116;4.28
UseCases/SecureAuction;3;75;10000;500;1;0:00:23.237;12277316;23.78;140;4.17
UseCases/SecureAuction;3;75;10000;500;2;0:00:35.853;12277508;36.49;117;4.39
UseCases/SecureAuction;3;75;10000;500;5;0:00:53.531;12277256;54.23;119;4.41
UseCases/SecureAuction;3;75;10000;1000;0;0:00:18.554;24426539;19.14;195;4.42
UseCases/SecureAuction;3;75;10000;1000;1;0:00:30.162;24426585;30.75;175;4.59
UseCases/SecureAuction;3;75;10000;1000;2;0:00:48.810;24426534;49.26;179;4.87
UseCases/SecureAuction;3;75;10000;1000;5;0:01:17.546;24426484;78.12;183;4.99
UseCases/SecureAuction;3;75;1000;100;0;0:00:15.461;2558395;16.05;62;4.11
UseCases/SecureAuction;3;75;1000;100;1;0:00:21.488;2558345;22.06;66;4.14
UseCases/SecureAuction;3;75;1000;100;2;0:00:24.500;2558491;25.09;56;4.13
UseCases/SecureAuction;3;75;1000;100;5;0:00:36.100;2558400;37.79;61;4.24
UseCases/SecureAuction;3;75;1000;500;0;0:00:17.286;12277531;17.87;106;4.28
UseCases/SecureAuction;3;75;1000;500;1;0:00:27.514;12277336;28.09;114;4.44
UseCases/SecureAuction;3;75;1000;500;2;0:00:28.984;12277328;29.57;112;4.43
UseCases/SecureAuction;3;75;1000;500;5;0:00:51.747;12277585;53.30;130;4.44
UseCases/SecureAuction;3;75;1000;1000;0;0:00:18.510;24426436;19.11;195;4.58
UseCases/SecureAuction;3;75;1000;1000;1;0:00:32.450;24426594;33.34;189;4.64
UseCases/SecureAuction;3;75;1000;1000;2;0:00:47.518;24426611;48.11;173;4.78
UseCases/SecureAuction;3;75;1000;1000;5;0:01:18.368;24426583;79.15;181;4.96
UseCases/SecureAuction;3;75;100;100;0;0:00:15.415;2558416;15.95;54;4.16
UseCases/SecureAuction;3;75;100;100;1;0:00:19.835;2558451;20.41;60;4.22
UseCases/SecureAuction;3;75;100;100;2;0:00:25.598;2558385;27.38;52;4.22
UseCases/SecureAuction;3;75;100;100;5;0:00:37.161;2558329;37.71;52;4.12
UseCases/SecureAuction;3;75;100;500;0;0:00:17.439;12277486;18.00;122;4.25
UseCases/SecureAuction;3;75;100;500;1;0:00:25.377;12277457;25.86;113;4.39
UseCases/SecureAuction;3;75;100;500;2;0:00:31.878;12277384;32.44;114;4.36
UseCases/SecureAuction;3;75;100;500;5;0:00:53.489;12277489;54.11;116;4.36
UseCases/SecureAuction;3;75;100;1000;0;0:00:18.828;24426654;19.42;196;4.46
UseCases/SecureAuction;3;75;100;1000;1;0:00:34.460;24426280;35.05;173;4.81
UseCases/SecureAuction;3;75;100;1000;2;0:00:47.815;24426553;48.48;191;4.82
UseCases/SecureAuction;3;75;100;1000;5;0:01:14.697;24426426;75.27;183;4.86
