program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec
Multiplication;arithmetic_gmw;3;1;25000;1000000;0;12156.231;19.49;14711;144;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;25000;1000000;1;11983.774;19.38;14701;144;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;25000;1000000;2;12138.266;19.38;14648;142;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;25000;1000000;5;12150.172;19.39;14709;140;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;25000;1000000;10;11948.093;18.58;14709;151;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;10000;1000000;0;12415.756;19.80;14709;141;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;10000;1000000;1;12191.633;19.75;14711;139;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;10000;1000000;2;12471.070;19.97;14709;143;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;10000;1000000;5;12528.048;19.55;14695;147;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;10000;1000000;10;11608.271;14.89;14711;178;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;1000;1000000;0;15755.241;22.77;16562;125;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;1000;1000000;1;15717.377;22.64;15783;126;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;1000;1000000;2;15822.949;23.67;16554;124;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;1000;1000000;5;15943.233;22.94;16575;127;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;1000;1000000;10;15382.534;22.94;16539;126;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;100;1000000;0;62680.553;69.88;17060;55;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;100;1000000;1;62954.841;70.37;17056;58;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;100;1000000;2;62054.207;66.60;17067;59;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;100;1000000;5;62091.932;69.10;17068;53;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;1;100;1000000;10;61846.160;68.90;17065;45;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;25000;1000000;0;12789.340;20.39;14709;139;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;25000;1000000;1;12237.352;19.27;14711;142;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;25000;1000000;2;12226.278;19.68;14701;144;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;25000;1000000;5;12368.139;19.39;14711;147;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;25000;1000000;10;12232.814;19.76;14640;147;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;10000;1000000;0;11709.984;15.33;14765;180;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;10000;1000000;1;12136.372;18.78;14709;147;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;10000;1000000;2;11825.332;18.48;14711;144;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;10000;1000000;5;11520.809;16.01;14711;166;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;10000;1000000;10;12210.062;19.41;14711;144;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;1000;1000000;0;15509.713;21.78;16516;136;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;1000;1000000;1;15348.723;22.54;15832;125;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;1000;1000000;2;15855.407;22.87;16536;128;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;1000;1000000;5;15541.735;22.56;16482;132;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;1000;1000000;10;15534.730;22.86;16508;123;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;100;1000000;0;62606.669;69.62;17062;47;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;100;1000000;1;62346.152;69.59;17064;49;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;100;1000000;2;62435.010;69.45;17061;50;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;100;1000000;5;62003.166;66.05;17054;53;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;30;100;1000000;10;61785.599;69.06;17064;48;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;25000;1000000;0;11911.864;18.19;14649;143;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;25000;1000000;1;12613.984;20.00;14694;142;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;25000;1000000;2;12259.769;19.72;14703;147;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;25000;1000000;5;12101.419;19.57;14703;144;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;25000;1000000;10;12126.283;19.17;14648;140;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;10000;1000000;0;12119.574;19.53;14693;142;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;10000;1000000;1;11859.387;16.23;14711;170;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;10000;1000000;2;11842.954;19.18;14701;148;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;10000;1000000;5;11718.638;16.03;14737;170;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;10000;1000000;10;11901.601;18.94;14709;147;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;1000;1000000;0;15483.420;23.63;16520;132;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;1000;1000000;1;15071.229;23.04;16540;125;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;1000;1000000;2;15674.299;22.65;16445;126;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;1000;1000000;5;16001.868;23.01;16532;130;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;1000;1000000;10;15543.058;22.99;15898;127;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;100;1000000;0;62263.297;70.33;17057;51;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;100;1000000;1;62604.224;69.72;17064;48;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;100;1000000;2;62468.074;69.83;17055;46;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;100;1000000;5;62371.860;66.46;17063;55;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;100;100;1000000;10;62499.019;69.53;17060;50;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;25000;1000000;0;12252.906;18.89;14648;150;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;25000;1000000;1;12407.039;19.79;14650;146;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;25000;1000000;2;12479.195;20.05;14703;145;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;25000;1000000;5;12063.744;18.55;14709;149;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;25000;1000000;10;12311.322;19.38;14709;145;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;10000;1000000;0;12242.710;19.89;14703;136;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;10000;1000000;1;12042.662;18.33;14709;149;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;10000;1000000;2;11869.696;15.10;14709;182;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;10000;1000000;5;12717.638;19.82;14695;148;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;10000;1000000;10;12002.985;19.65;14648;145;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;1000;1000000;0;15651.723;23.03;15765;121;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;1000;1000000;1;15126.344;19.50;15771;150;621.829;621.829;514;514
Multiplication;arithmetic_gmw;3;150;1000;1000000;2;15716.562;23.47;16521;137;621.829;621.829;514;514
