program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/SecureMax;3;25;100;10000;1;0:00:47.275;13738648;47.63;490;4.75
UseCases/SecureMax;3;25;100;10000;2;0:00:58.213;13738648;59.58;492;4.77
UseCases/SecureMax;3;25;100;10000;5;0:01:25.847;13738648;86.28;492;4.82
UseCases/SecureMax;3;50;25000;100;0;0:00:04.058;136048;4.53;55;3.98
UseCases/SecureMax;3;50;25000;100;1;0:00:06.374;136048;6.84;53;4.18
UseCases/SecureMax;3;50;25000;100;2;0:00:07.120;136048;7.69;45;4.08
UseCases/SecureMax;3;50;25000;100;5;0:00:11.099;136048;11.56;47;4.20
UseCases/SecureMax;3;50;25000;1000;0;0:00:06.635;1372648;7.10;100;4.07
UseCases/SecureMax;3;50;25000;1000;1;0:00:12.883;1372648;13.36;100;4.25
UseCases/SecureMax;3;50;25000;1000;2;0:00:17.278;1372648;17.74;88;4.17
UseCases/SecureMax;3;50;25000;1000;5;0:00:27.681;1372648;28.79;96;4.23
UseCases/SecureMax;3;50;25000;10000;0;0:00:32.090;13738648;32.56;486;4.68
UseCases/SecureMax;3;50;25000;10000;1;0:01:11.961;13738648;72.43;478;4.86
UseCases/SecureMax;3;50;25000;10000;2;0:01:44.802;13738648;105.24;484;4.91
UseCases/SecureMax;3;50;25000;10000;5;0:02:39.276;13738648;159.90;496;5.15
UseCases/SecureMax;3;50;10000;100;0;0:00:04.055;136048;4.51;45;4.06
UseCases/SecureMax;3;50;10000;100;1;0:00:07.260;136048;7.72;49;4.19
UseCases/SecureMax;3;50;10000;100;2;0:00:08.032;136048;8.50;53;4.05
UseCases/SecureMax;3;50;10000;100;5;0:00:11.612;136048;12.12;63;3.99
UseCases/SecureMax;3;50;10000;1000;0;0:00:06.669;1372648;7.13;86;4.24
UseCases/SecureMax;3;50;10000;1000;1;0:00:12.299;1372648;12.82;88;4.13
UseCases/SecureMax;3;50;10000;1000;2;0:00:17.643;1372648;18.11;94;4.17
UseCases/SecureMax;3;50;10000;1000;5;0:00:27.430;1372648;27.84;80;4.18
UseCases/SecureMax;3;50;10000;10000;0;0:00:31.314;13738648;31.80;478;4.75
UseCases/SecureMax;3;50;10000;10000;1;0:01:08.755;13738648;69.55;480;4.90
UseCases/SecureMax;3;50;10000;10000;2;0:01:36.173;13738648;96.61;492;4.90
UseCases/SecureMax;3;50;10000;10000;5;0:02:37.959;13738648;158.48;486;4.88
UseCases/SecureMax;3;50;1000;100;0;0:00:04.072;136048;4.53;61;4.23
UseCases/SecureMax;3;50;1000;100;1;0:00:06.451;136048;6.92;57;4.07
UseCases/SecureMax;3;50;1000;100;2;0:00:08.343;136048;8.76;45;4.16
UseCases/SecureMax;3;50;1000;100;5;0:00:11.469;136048;11.91;41;4.14
UseCases/SecureMax;3;50;1000;1000;0;0:00:06.415;1372648;6.84;86;4.08
UseCases/SecureMax;3;50;1000;1000;1;0:00:12.671;1372648;13.14;86;4.21
UseCases/SecureMax;3;50;1000;1000;2;0:00:16.464;1372648;16.93;86;4.20
UseCases/SecureMax;3;50;1000;1000;5;0:00:26.007;1372648;26.52;92;4.30
UseCases/SecureMax;3;50;1000;10000;0;0:00:31.735;13738648;32.22;486;4.69
UseCases/SecureMax;3;50;1000;10000;1;0:01:14.567;13738648;75.03;500;4.46
UseCases/SecureMax;3;50;1000;10000;2;0:01:34.748;13738648;96.25;484;5.00
UseCases/SecureMax;3;50;1000;10000;5;0:02:37.414;13738648;158.23;482;5.16
UseCases/SecureMax;3;50;100;100;0;0:00:04.051;136048;4.51;41;4.12
UseCases/SecureMax;3;50;100;100;1;0:00:06.086;136048;6.55;55;4.09
UseCases/SecureMax;3;50;100;100;2;0:00:07.586;136048;8.04;51;4.21
UseCases/SecureMax;3;50;100;100;5;0:00:13.039;136048;13.44;41;4.06
UseCases/SecureMax;3;50;100;1000;0;0:00:06.365;1372648;6.80;108;4.18
UseCases/SecureMax;3;50;100;1000;1;0:00:13.323;1372648;13.78;92;4.11
UseCases/SecureMax;3;50;100;1000;2;0:00:20.036;1372648;20.50;82;4.27
UseCases/SecureMax;3;50;100;1000;5;0:00:25.315;1372648;25.78;80;4.33
UseCases/SecureMax;3;50;100;10000;0;0:00:32.430;13738648;32.92;490;4.75
UseCases/SecureMax;3;50;100;10000;1;0:01:09.156;13738648;70.66;494;4.69
UseCases/SecureMax;3;50;100;10000;2;0:01:35.915;13738648;96.41;492;4.81
UseCases/SecureMax;3;50;100;10000;5;0:02:36.438;13738648;157.04;486;5.09
UseCases/SecureMax;3;75;25000;100;0;0:00:06.012;136048;6.60;51;4.10
UseCases/SecureMax;3;75;25000;100;1;0:00:09.042;136048;9.63;45;4.08
UseCases/SecureMax;3;75;25000;100;2;0:00:10.946;136048;11.53;53;4.06
UseCases/SecureMax;3;75;25000;100;5;0:00:16.678;136048;17.34;61;4.11
UseCases/SecureMax;3;75;25000;1000;0;0:00:09.770;1372648;10.32;90;4.31
UseCases/SecureMax;3;75;25000;1000;1;0:00:18.815;1372648;20.34;80;4.13
UseCases/SecureMax;3;75;25000;1000;2;0:00:22.765;1372648;23.35;100;4.13
UseCases/SecureMax;3;75;25000;1000;5;0:00:38.426;1372648;40.00;90;4.27
UseCases/SecureMax;3;75;25000;10000;0;0:00:34.647;13738648;35.24;496;4.73
UseCases/SecureMax;3;75;25000;10000;1;0:01:39.929;13738648;100.53;482;4.82
UseCases/SecureMax;3;75;25000;10000;2;0:02:15.497;13738648;136.10;478;5.01
UseCases/SecureMax;3;75;25000;10000;5;0:03:29.777;13738648;210.36;482;4.96
UseCases/SecureMax;3;75;10000;100;0;0:00:05.994;136048;6.58;51;4.14
UseCases/SecureMax;3;75;10000;100;1;0:00:09.148;136048;9.72;43;4.17
UseCases/SecureMax;3;75;10000;100;2;0:00:11.379;136048;11.97;55;4.12
UseCases/SecureMax;3;75;10000;100;5;0:00:16.483;136048;18.16;57;4.18
UseCases/SecureMax;3;75;10000;1000;0;0:00:09.722;1372648;10.29;88;4.30
UseCases/SecureMax;3;75;10000;1000;1;0:00:19.381;1372648;20.86;94;4.27
UseCases/SecureMax;3;75;10000;1000;2;0:00:28.372;1372648;28.88;102;4.23
UseCases/SecureMax;3;75;10000;1000;5;0:00:39.010;1372648;39.59;88;4.11
UseCases/SecureMax;3;75;10000;10000;0;0:00:34.738;13738648;35.31;490;4.64
UseCases/SecureMax;3;75;10000;10000;1;0:01:38.572;13738648;99.18;488;4.85
UseCases/SecureMax;3;75;10000;10000;2;0:02:17.702;13738648;138.30;486;4.87
UseCases/SecureMax;3;75;10000;10000;5;0:03:46.982;13738648;227.65;480;5.06
UseCases/SecureMax;3;75;1000;100;0;0:00:06.012;136048;6.60;53;4.14
UseCases/SecureMax;3;75;1000;100;1;0:00:08.486;136048;9.07;59;3.99
UseCases/SecureMax;3;75;1000;100;2;0:00:10.728;136048;11.31;41;4.08
UseCases/SecureMax;3;75;1000;100;5;0:00:15.123;136048;16.73;51;4.09
UseCases/SecureMax;3;75;1000;1000;0;0:00:09.545;1372648;10.11;94;4.27
UseCases/SecureMax;3;75;1000;1000;1;0:00:18.473;1372648;19.07;100;4.31
UseCases/SecureMax;3;75;1000;1000;2;0:00:22.104;1372648;22.65;86;4.13
UseCases/SecureMax;3;75;1000;1000;5;0:00:38.439;1372648;39.11;90;4.14
UseCases/SecureMax;3;75;1000;10000;0;0:00:35.885;13738648;36.50;488;4.74
UseCases/SecureMax;3;75;1000;10000;1;0:01:40.643;13738648;101.25;492;4.79
UseCases/SecureMax;3;75;1000;10000;2;0:02:15.455;13738648;136.27;480;4.96
UseCases/SecureMax;3;75;1000;10000;5;0:03:41.153;13738648;221.72;484;5.08
UseCases/SecureMax;3;75;100;100;0;0:00:06.032;136048;6.61;41;4.19
UseCases/SecureMax;3;75;100;100;1;0:00:09.026;136048;9.59;61;4.09
UseCases/SecureMax;3;75;100;100;2;0:00:11.784;136048;12.29;45;4.10
UseCases/SecureMax;3;75;100;100;5;0:00:15.423;136048;16.02;46;4.09
UseCases/SecureMax;3;75;100;1000;0;0:00:09.282;1372648;9.87;82;4.36
UseCases/SecureMax;3;75;100;1000;1;0:00:18.701;1372648;19.29;84;4.19
UseCases/SecureMax;3;75;100;1000;2;0:00:25.784;1372648;26.36;94;4.18
UseCases/SecureMax;3;75;100;1000;5;0:00:39.179;1372648;40.09;96;4.24
UseCases/SecureMax;3;75;100;10000;0;0:00:40.153;13738648;40.77;498;4.90
UseCases/SecureMax;3;75;100;10000;1;0:01:34.443;13738648;95.05;482;4.86
UseCases/SecureMax;3;75;100;10000;2;0:02:17.027;13738648;137.62;490;5.14
UseCases/SecureMax;3;75;100;10000;5;0:03:37.927;13738648;218.84;496;4.86
