program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/SecureMax;3;0;25000;100;0;0:00:00.218;136048;0.51;55;4.08
UseCases/SecureMax;3;0;25000;100;1;0:00:00.207;136048;0.41;59;4.12
UseCases/SecureMax;3;0;25000;100;2;0:00:00.466;136048;0.66;53;4.04
UseCases/SecureMax;3;0;25000;100;5;0:00:03.043;136048;5.39;61;4.06
UseCases/SecureMax;3;0;25000;1000;0;0:00:01.604;1372648;1.86;104;4.21
UseCases/SecureMax;3;0;25000;1000;1;0:00:01.793;1372648;1.97;86;4.13
UseCases/SecureMax;3;0;25000;1000;2;0:00:02.700;1372648;2.88;88;4.14
UseCases/SecureMax;3;0;25000;1000;5;0:00:05.794;1372648;8.05;80;4.22
UseCases/SecureMax;3;0;25000;10000;0;0:00:27.970;13738648;28.24;485;4.94
UseCases/SecureMax;3;0;25000;10000;1;0:00:27.714;13738648;27.89;485;4.55
UseCases/SecureMax;3;0;25000;10000;2;0:00:29.822;13738648;30.09;486;4.49
UseCases/SecureMax;3;0;25000;10000;5;0:00:34.235;13738648;34.46;507;4.56
UseCases/SecureMax;3;0;10000;100;0;0:00:00.199;136048;0.38;65;4.04
UseCases/SecureMax;3;0;10000;100;1;0:00:00.422;136048;0.68;41;4.07
UseCases/SecureMax;3;0;10000;100;2;0:00:00.287;136048;0.47;59;4.06
UseCases/SecureMax;3;0;10000;100;5;0:00:02.207;136048;2.63;65;4.05
UseCases/SecureMax;3;0;10000;1000;0;0:00:01.460;1372648;1.70;82;4.10
UseCases/SecureMax;3;0;10000;1000;1;0:00:02.802;1372648;4.05;92;4.09
UseCases/SecureMax;3;0;10000;1000;2;0:00:02.009;1372648;2.41;106;4.07
UseCases/SecureMax;3;0;10000;1000;5;0:00:06.615;1372648;7.92;108;4.17
UseCases/SecureMax;3;0;10000;10000;0;0:00:29.287;13738648;29.48;489;4.82
UseCases/SecureMax;3;0;10000;10000;1;0:00:27.464;13738648;27.71;480;4.54
UseCases/SecureMax;3;0;10000;10000;2;0:00:30.794;13738648;30.98;478;4.46
UseCases/SecureMax;3;0;10000;10000;5;0:00:37.433;13738648;37.76;476;4.69
UseCases/SecureMax;3;0;1000;100;0;0:00:00.211;136048;0.50;45;4.10
UseCases/SecureMax;3;0;1000;100;1;0:00:00.204;136048;1.50;49;4.09
UseCases/SecureMax;3;0;1000;100;2;0:00:00.646;136048;0.93;57;4.02
UseCases/SecureMax;3;0;1000;100;5;0:00:01.349;136048;2.65;57;3.96
UseCases/SecureMax;3;0;1000;1000;0;0:00:01.668;1372648;1.94;90;4.14
UseCases/SecureMax;3;0;1000;1000;1;0:00:01.874;1372648;2.15;84;4.17
UseCases/SecureMax;3;0;1000;1000;2;0:00:02.460;1372648;2.64;100;4.18
UseCases/SecureMax;3;0;1000;1000;5;0:00:05.296;1372648;5.57;86;4.19
UseCases/SecureMax;3;0;1000;10000;0;0:00:27.030;13738648;27.32;494;4.58
UseCases/SecureMax;3;0;1000;10000;1;0:00:29.242;13738648;29.52;477;4.50
UseCases/SecureMax;3;0;1000;10000;2;0:00:28.651;13738648;28.84;505;4.48
UseCases/SecureMax;3;0;1000;10000;5;0:00:34.008;13738648;34.23;490;4.45
UseCases/SecureMax;3;0;100;100;0;0:00:00.282;136048;0.47;51;4.03
UseCases/SecureMax;3;0;100;100;1;0:00:00.201;136048;0.49;47;4.07
UseCases/SecureMax;3;0;100;100;2;0:00:00.400;136048;0.66;61;4.14
UseCases/SecureMax;3;0;100;100;5;0:00:01.737;136048;2.03;57;4.06
UseCases/SecureMax;3;0;100;1000;0;0:00:01.609;1372648;1.89;92;4.11
UseCases/SecureMax;3;0;100;1000;1;0:00:01.678;1372648;1.92;88;4.26
UseCases/SecureMax;3;0;100;1000;2;0:00:01.799;1372648;2.95;90;4.14
UseCases/SecureMax;3;0;100;1000;5;0:00:07.129;1372648;8.38;94;4.17
UseCases/SecureMax;3;0;100;10000;0;0:00:27.530;13738648;27.83;489;4.93
UseCases/SecureMax;3;0;100;10000;1;0:00:30.125;13738648;30.41;480;4.51
UseCases/SecureMax;3;0;100;10000;2;0:00:30.397;13738648;31.60;483;4.50
UseCases/SecureMax;3;0;100;10000;5;0:00:35.365;13738648;35.70;484;4.49
UseCases/SecureMax;3;25;25000;100;0;0:00:02.076;136048;2.40;49;4.16
UseCases/SecureMax;3;25;25000;100;1;0:00:03.308;136048;3.73;61;4.15
UseCases/SecureMax;3;25;25000;100;2;0:00:03.864;136048;4.20;55;4.09
UseCases/SecureMax;3;25;25000;100;5;0:00:06.540;136048;6.90;45;4.15
UseCases/SecureMax;3;25;25000;1000;0;0:00:03.524;1372648;3.97;84;4.07
UseCases/SecureMax;3;25;25000;1000;1;0:00:08.356;1372648;8.69;90;4.13
UseCases/SecureMax;3;25;25000;1000;2;0:00:09.816;1372648;10.15;92;4.18
UseCases/SecureMax;3;25;25000;1000;5;0:00:13.768;1372648;15.14;94;4.14
UseCases/SecureMax;3;25;25000;10000;0;0:00:29.796;13738648;30.15;486;4.89
UseCases/SecureMax;3;25;25000;10000;1;0:00:47.691;13738648;48.05;484;4.70
UseCases/SecureMax;3;25;25000;10000;2;0:00:59.963;13738648;60.32;494;4.74
UseCases/SecureMax;3;25;25000;10000;5;0:01:27.427;13738648;88.35;478;4.83
UseCases/SecureMax;3;25;10000;100;0;0:00:02.074;136048;2.41;50;4.08
UseCases/SecureMax;3;25;10000;100;1;0:00:03.443;136048;5.80;57;4.21
UseCases/SecureMax;3;25;10000;100;2;0:00:04.462;136048;4.90;43;4.09
UseCases/SecureMax;3;25;10000;100;5;0:00:06.135;136048;7.49;43;4.11
UseCases/SecureMax;3;25;10000;1000;0;0:00:03.659;1372648;3.99;82;4.23
UseCases/SecureMax;3;25;10000;1000;1;0:00:07.507;1372648;7.85;84;4.12
UseCases/SecureMax;3;25;10000;1000;2;0:00:09.241;1372648;9.58;96;4.09
UseCases/SecureMax;3;25;10000;1000;5;0:00:16.135;1372648;16.51;102;4.15
UseCases/SecureMax;3;25;10000;10000;0;0:00:30.307;13738648;30.66;482;5.05
UseCases/SecureMax;3;25;10000;10000;1;0:00:47.433;13738648;47.89;491;4.61
UseCases/SecureMax;3;25;10000;10000;2;0:00:56.708;13738648;57.34;492;4.75
UseCases/SecureMax;3;25;10000;10000;5;0:01:27.158;13738648;87.59;478;4.69
UseCases/SecureMax;3;25;1000;100;0;0:00:02.079;136048;2.41;59;4.16
UseCases/SecureMax;3;25;1000;100;1;0:00:03.405;136048;3.88;49;4.11
UseCases/SecureMax;3;25;1000;100;2;0:00:04.575;136048;6.89;57;4.13
UseCases/SecureMax;3;25;1000;100;5;0:00:05.730;136048;6.04;47;4.05
UseCases/SecureMax;3;25;1000;1000;0;0:00:03.559;1372648;3.89;86;4.18
UseCases/SecureMax;3;25;1000;1000;1;0:00:07.544;1372648;7.88;98;4.15
UseCases/SecureMax;3;25;1000;1000;2;0:00:08.726;1372648;9.06;86;4.21
UseCases/SecureMax;3;25;1000;1000;5;0:00:14.468;1372648;15.17;86;4.14
UseCases/SecureMax;3;25;1000;10000;0;0:00:30.477;13738648;30.83;482;4.63
UseCases/SecureMax;3;25;1000;10000;1;0:00:48.616;13738648;48.97;500;4.56
UseCases/SecureMax;3;25;1000;10000;2;0:01:00.490;13738648;61.85;498;4.70
UseCases/SecureMax;3;25;1000;10000;5;0:01:30.792;13738648;92.74;482;4.85
UseCases/SecureMax;3;25;100;100;0;0:00:02.086;136048;2.42;49;4.13
UseCases/SecureMax;3;25;100;100;1;0:00:03.016;136048;3.43;49;4.09
UseCases/SecureMax;3;25;100;100;2;0:00:04.307;136048;4.64;41;4.07
UseCases/SecureMax;3;25;100;100;5;0:00:05.456;136048;5.77;59;4.08
UseCases/SecureMax;3;25;100;1000;0;0:00:03.885;1372648;4.37;80;4.23
UseCases/SecureMax;3;25;100;1000;1;0:00:07.193;1372648;7.54;94;4.27
UseCases/SecureMax;3;25;100;1000;2;0:00:08.492;1372648;8.84;98;4.14
UseCases/SecureMax;3;25;100;1000;5;0:00:15.699;1372648;16.01;84;4.18
UseCases/SecureMax;3;25;100;10000;0;0:00:29.548;13738648;29.92;496;4.61
