program   protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB)  AllDataRec(MB)  ALLmessagesSent  AllMessagesRec
Division  boolean_gmw  3          1              25000            10000       0               21339.573             27.34                6537          65         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              25000            10000       1               15139.057             20.21                6498          82         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              25000            10000       2               22416.032             28.36                6538          61         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              25000            10000       5               22667.087             28.62                6612          59         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              25000            10000       10              17434.230             23.40                6578          78         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              10000            10000       0               18924.027             24.88                6535          69         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              10000            10000       1               18136.017             24.11                6503          74         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              10000            10000       2               18322.576             24.26                6612          66         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              10000            10000       5               21234.588             27.23                6529          69         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              10000            10000       10              20273.079             26.24                6521          67         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              1000             10000       0               19604.429             25.54                6416          67         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              1000             10000       1               22463.039             25.41                6478          67         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              1000             10000       2               19167.211             22.14                6424          76         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              1000             10000       5               21773.746             24.71                6611          70         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              1000             10000       10              25387.986             31.34                6579          57         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              100              10000       0               42049.440             48.00                6689          42         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              100              10000       1               41082.507             47.07                6687          41         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              100              10000       2               32600.956             38.55                6692          52         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              100              10000       5               39791.035             45.73                6693          45         220.932          220.932         3196             3196
Division  boolean_gmw  3          1              100              10000       10              39410.996             45.36                6732          45         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             25000            10000       0               19791.902             22.79                6532          83         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             25000            10000       1               11820.226             17.77                6529          100        220.932          220.932         3196             3196
Division  boolean_gmw  3          30             25000            10000       2               16811.098             19.77                6495          92         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             25000            10000       5               16914.432             22.91                6538          76         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             25000            10000       10              21036.442             27.03                6499          63         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             10000            10000       0               17671.864             20.62                6493          83         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             10000            10000       1               21552.157             24.45                6550          69         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             10000            10000       2               20779.332             26.77                6592          62         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             10000            10000       5               22205.009             28.16                6531          62         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             10000            10000       10              20445.122             26.48                6535          65         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             1000             10000       0               17293.884             20.25                6456          82         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             1000             10000       1               18822.004             24.78                6536          66         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             1000             10000       2               19974.843             25.97                6567          71         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             1000             10000       5               21425.996             24.41                6573          65         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             1000             10000       10              22475.917             28.41                6439          59         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             100              10000       0               38524.904             44.49                6690          42         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             100              10000       1               40506.394             43.47                6695          42         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             100              10000       2               38306.142             44.28                6718          45         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             100              10000       5               40149.990             46.10                6696          40         220.932          220.932         3196             3196
Division  boolean_gmw  3          30             100              10000       10              41570.331             47.53                6693          39         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            25000            10000       0               17223.846             23.18                6547          77         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            25000            10000       1               24289.736             30.28                6506          60         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            25000            10000       2               19598.136             25.56                6499          67         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            25000            10000       5               21480.562             27.42                6498          66         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            25000            10000       10              20217.440             26.22                6579          72         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            10000            10000       0               20455.741             26.42                6500          67         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            10000            10000       1               15257.174             21.20                6530          84         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            10000            10000       2               20430.869             26.37                6537          69         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            10000            10000       5               21606.156             27.58                6537          68         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            10000            10000       10              22108.390             28.06                6527          61         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            1000             10000       0               22179.849             28.16                6576          64         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            1000             10000       1               18554.999             24.54                6559          73         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            1000             10000       2               17554.528             23.55                6554          75         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            1000             10000       5               24107.084             30.10                6559          60         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            1000             10000       10              20520.143             26.51                6555          65         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            100              10000       0               37585.045             40.58                6729          50         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            100              10000       1               34193.059             40.16                6712          51         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            100              10000       2               35656.450             41.58                6702          46         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            100              10000       5               37745.808             40.76                6731          47         220.932          220.932         3196             3196
Division  boolean_gmw  3          100            100              10000       10              37771.155             43.72                6727          47         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            25000            10000       0               19989.089             25.94                6493          66         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            25000            10000       1               17036.561             22.99                6590          80         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            25000            10000       2               19221.565             25.17                6514          69         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            25000            10000       5               19520.616             25.46                6586          74         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            25000            10000       10              17655.277             23.62                6572          77         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            10000            10000       0               24200.115             30.15                6499          57         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            10000            10000       1               21477.126             27.45                6560          59         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            10000            10000       2               15216.900             21.23                6525          80         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            10000            10000       5               22441.691             28.44                6501          62         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            10000            10000       10              20270.781             26.29                6539          65         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            1000             10000       0               20709.806             26.65                6553          67         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            1000             10000       1               20751.380             23.72                6523          70         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            1000             10000       2               19626.301             22.57                6550          73         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            1000             10000       5               19107.378             25.08                6593          68         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            1000             10000       10              16648.855             22.60                6537          80         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            100              10000       0               36550.116             42.52                6713          44         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            100              10000       1               42585.421             48.32                6726          41         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            100              10000       2               35110.745             41.05                6707          47         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            100              10000       5               38960.752             44.92                6691          41         220.932          220.932         3196             3196
Division  boolean_gmw  3          150            100              10000       10              34481.227             40.48                6683          46         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              25000            10000       0               21474.848             27.43                6589          61         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              25000            10000       1               19180.240             25.17                6531          69         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              25000            10000       2               19249.204             25.24                6591          69         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              25000            10000       5               18984.827             24.22                6550          68         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              25000            10000       10              21747.275             27.75                6519          62         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              10000            10000       0               24006.693             29.96                6553          58         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              10000            10000       1               18611.114             24.61                6555          71         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              10000            10000       2               15379.435             21.39                6501          81         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              10000            10000       5               22694.805             28.69                6526          66         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              10000            10000       10              18803.015             24.74                6537          67         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              1000             10000       0               21727.631             27.17                6466          63         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              1000             10000       1               18076.795             24.08                6512          66         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              1000             10000       2               17857.769             20.82                6557          86         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              1000             10000       5               24945.965             30.96                6620          57         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              1000             10000       10              20719.258             26.77                6588          67         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              100              10000       0               39029.571             44.99                6728          44         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              100              10000       1               42076.302             45.08                6722          46         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              100              10000       2               41469.297             44.42                6711          44         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              100              10000       5               34339.622             40.29                6694          51         220.932          220.932         3196             3196
Division  boolean_bmr  3          1              100              10000       10              37477.361             40.43                6706          52         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             25000            10000       0               21086.684             27.52                6593          71         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             25000            10000       1               16913.690             22.88                6502          73         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             25000            10000       2               21298.682             27.25                6501          61         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             25000            10000       5               15375.041             21.33                6525          90         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             25000            10000       10              16768.683             19.76                6551          88         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             10000            10000       0               22908.871             28.86                6493          57         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             10000            10000       1               19987.611             22.97                6497          75         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             10000            10000       2               21219.382             27.20                6502          65         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             10000            10000       5               19589.523             25.59                6531          66         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             10000            10000       10              18880.087             24.84                6589          71         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             1000             10000       0               21869.376             27.21                6490          65         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             1000             10000       1               21112.239             24.06                6577          68         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             1000             10000       2               22454.188             28.45                6604          64         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             1000             10000       5               21157.359             24.12                6577          70         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             1000             10000       10              25131.885             31.07                6592          58         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             100              10000       0               36790.070             42.73                6695          43         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             100              10000       1               38409.604             44.11                6744          45         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             100              10000       2               40802.975             46.76                6690          39         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             100              10000       5               37836.637             40.77                6705          48         220.932          220.932         3196             3196
Division  boolean_bmr  3          30             100              10000       10              38017.559             44.02                6707          44         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            25000            10000       0               19976.182             25.92                6495          68         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            25000            10000       1               17343.372             23.34                6518          78         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            25000            10000       2               21127.906             27.07                6535          65         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            25000            10000       5               21777.059             27.73                6496          62         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            25000            10000       10              18254.238             24.19                6532          78         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            10000            10000       0               18218.749             24.16                6491          74         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            10000            10000       1               24385.821             30.34                6593          58         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            10000            10000       2               13569.786             16.56                6582          103        220.932          220.932         3196             3196
Division  boolean_bmr  3          100            10000            10000       5               21966.528             24.93                6518          68         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            10000            10000       10              21803.078             27.79                6534          64         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            1000             10000       0               21668.084             27.62                6540          68         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            1000             10000       1               18550.431             23.81                6490          71         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            1000             10000       2               19040.640             25.00                6578          73         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            1000             10000       5               23344.730             29.27                6482          57         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            1000             10000       10              20087.745             26.03                6468          68         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            100              10000       0               34133.938             37.08                6695          53         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            100              10000       1               38027.410             43.99                6739          44         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            100              10000       2               39461.406             44.78                6711          42         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            100              10000       5               39520.993             45.48                6708          47         220.932          220.932         3196             3196
Division  boolean_bmr  3          100            100              10000       10              38066.491             44.04                6724          44         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            25000            10000       0               18280.166             24.22                6495          70         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            25000            10000       1               19011.763             24.99                6563          70         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            25000            10000       2               15166.150             21.12                6499          82         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            25000            10000       5               22634.982             28.58                6495          63         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            25000            10000       10              20256.456             25.78                6497          61         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            10000            10000       0               22160.985             27.79                6495          60         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            10000            10000       1               21642.815             27.62                6417          66         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            10000            10000       2               23193.789             29.21                6589          58         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            10000            10000       5               21864.022             27.80                6493          61         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            10000            10000       10              18334.149             24.33                6496          76         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            1000             10000       0               22402.208             28.41                6546          64         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            1000             10000       1               19400.566             25.39                6560          66         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            1000             10000       2               23155.360             29.13                6550          59         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            1000             10000       5               18984.675             24.94                6601          71         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            1000             10000       10              22259.263             28.26                6545          61         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            100              10000       0               34934.338             40.91                6707          45         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            100              10000       1               38873.898             44.81                6729          43         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            100              10000       2               40885.029             47.38                6738          42         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            100              10000       5               37472.350             43.45                6718          45         220.932          220.932         3196             3196
Division  boolean_bmr  3          150            100              10000       10              41243.991             47.24                6702          41         220.932          220.932         3196             3196
