program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/AES;3;25;10000;64;2;0:00:16.426;6118525;16.87;112;4.19
UseCases/AES;3;25;10000;64;5;0:00:21.330;6118525;21.69;110;4.20
UseCases/AES;3;25;10000;128;0;0:00:17.452;12185085;17.77;198;4.46
UseCases/AES;3;25;10000;128;1;0:00:19.694;12185085;19.99;192;4.18
UseCases/AES;3;25;10000;128;2;0:00:21.588;12185085;22.87;192;4.33
UseCases/AES;3;25;10000;128;5;0:00:31.484;12185085;33.80;188;4.31
UseCases/AES;3;25;1000;1;0;0:00:05.911;146755;6.25;49;4.02
UseCases/AES;3;25;1000;1;1;0:00:06.801;146755;7.15;49;4.05
UseCases/AES;3;25;1000;1;2;0:00:08.006;146755;9.34;45;4.09
UseCases/AES;3;25;1000;1;5;0:00:12.510;146755;13.85;49;4.01
UseCases/AES;3;25;1000;64;0;0:00:10.683;6118525;11.00;118;4.26
UseCases/AES;3;25;1000;64;1;0:00:14.231;6118525;14.57;134;4.24
UseCases/AES;3;25;1000;64;2;0:00:16.769;6118525;17.13;124;4.10
UseCases/AES;3;25;1000;64;5;0:00:21.578;6118525;23.15;118;4.24
UseCases/AES;3;25;1000;128;0;0:00:17.216;12185085;17.53;193;4.30
UseCases/AES;3;25;1000;128;1;0:00:19.187;12185085;19.49;186;4.25
UseCases/AES;3;25;1000;128;2;0:00:22.609;12185085;22.94;188;4.21
UseCases/AES;3;25;1000;128;5;0:00:30.805;12185085;31.34;190;4.34
UseCases/AES;3;25;100;1;0;0:00:05.830;146755;6.17;47;4.06
UseCases/AES;3;25;100;1;1;0:00:07.008;146755;7.35;53;4.16
UseCases/AES;3;25;100;1;2;0:00:07.896;146755;8.24;43;4.00
UseCases/AES;3;25;100;1;5;0:00:12.409;146755;13.90;53;4.04
UseCases/AES;3;25;100;64;0;0:00:11.224;6118525;11.54;118;4.23
UseCases/AES;3;25;100;64;1;0:00:14.369;6118525;14.69;116;4.24
UseCases/AES;3;25;100;64;2;0:00:15.998;6118525;16.42;112;4.24
UseCases/AES;3;25;100;64;5;0:00:22.893;6118525;23.21;116;4.19
UseCases/AES;3;25;100;128;0;0:00:17.355;12185085;17.68;190;4.35
UseCases/AES;3;25;100;128;1;0:00:19.573;12185085;19.87;206;4.18
UseCases/AES;3;25;100;128;2;0:00:22.602;12185085;22.92;208;4.36
UseCases/AES;3;25;100;128;5;0:00:32.664;12185085;32.98;194;4.24
UseCases/AES;3;50;25000;1;0;0:00:10.919;146755;11.38;41;4.03
UseCases/AES;3;50;25000;1;1;0:00:13.428;146755;13.90;57;4.22
UseCases/AES;3;50;25000;1;2;0:00:13.229;146755;13.73;51;4.14
UseCases/AES;3;50;25000;1;5;0:00:20.796;146755;21.27;45;4.07
UseCases/AES;3;50;25000;64;0;0:00:15.676;6118525;16.06;126;4.31
UseCases/AES;3;50;25000;64;1;0:00:24.842;6118525;25.26;122;4.32
UseCases/AES;3;50;25000;64;2;0:00:26.241;6118525;26.69;116;4.30
UseCases/AES;3;50;25000;64;5;0:00:39.716;6118525;40.27;128;4.25
UseCases/AES;3;50;25000;128;0;0:00:21.429;12185085;21.88;190;4.33
UseCases/AES;3;50;25000;128;1;0:00:31.691;12185085;32.20;196;4.57
UseCases/AES;3;50;25000;128;2;0:00:35.122;12185085;35.52;198;4.42
UseCases/AES;3;50;25000;128;5;0:00:47.912;12185085;48.40;204;4.29
UseCases/AES;3;50;10000;1;0;0:00:10.924;146755;11.39;41;4.03
UseCases/AES;3;50;10000;1;1;0:00:12.312;146755;12.77;45;4.16
UseCases/AES;3;50;10000;1;2;0:00:14.586;146755;15.05;39;4.12
UseCases/AES;3;50;10000;1;5;0:00:24.127;146755;24.96;51;4.10
UseCases/AES;3;50;10000;64;0;0:00:14.521;6118525;15.02;122;4.48
UseCases/AES;3;50;10000;64;1;0:00:24.810;6118525;25.18;112;4.33
UseCases/AES;3;50;10000;64;2;0:00:26.326;6118525;26.76;124;4.29
UseCases/AES;3;50;10000;64;5;0:00:35.637;6118525;36.27;110;4.30
UseCases/AES;3;50;10000;128;0;0:00:19.834;12185085;20.28;196;4.44
UseCases/AES;3;50;10000;128;1;0:00:31.845;12185085;33.30;188;4.35
UseCases/AES;3;50;10000;128;2;0:00:36.695;12185085;37.09;202;4.40
UseCases/AES;3;50;10000;128;5;0:00:49.004;12185085;50.54;184;4.31
UseCases/AES;3;50;1000;1;0;0:00:10.930;146755;11.40;45;4.16
UseCases/AES;3;50;1000;1;1;0:00:13.079;146755;13.54;39;4.11
UseCases/AES;3;50;1000;1;2;0:00:14.794;146755;15.31;43;4.03
UseCases/AES;3;50;1000;1;5;0:00:22.424;146755;22.88;47;4.02
UseCases/AES;3;50;1000;64;0;0:00:14.658;6118525;15.11;130;4.34
UseCases/AES;3;50;1000;64;1;0:00:23.578;6118525;24.04;110;4.24
UseCases/AES;3;50;1000;64;2;0:00:27.798;6118525;28.24;136;4.31
UseCases/AES;3;50;1000;64;5;0:00:38.683;6118525;39.13;116;4.25
UseCases/AES;3;50;1000;128;0;0:00:19.762;12185085;20.21;186;4.33
UseCases/AES;3;50;1000;128;1;0:00:29.219;12185085;29.83;194;4.29
UseCases/AES;3;50;1000;128;2;0:00:33.517;12185085;33.97;186;4.35
UseCases/AES;3;50;1000;128;5;0:00:49.695;12185085;52.13;200;4.38
UseCases/AES;3;50;100;1;0;0:00:10.933;146755;11.38;45;4.09
UseCases/AES;3;50;100;1;1;0:00:12.790;146755;13.17;49;4.12
UseCases/AES;3;50;100;1;2;0:00:14.267;146755;14.73;39;4.00
UseCases/AES;3;50;100;1;5;0:00:22.241;146755;22.70;57;4.15
UseCases/AES;3;50;100;64;0;0:00:14.813;6118525;15.24;130;4.30
UseCases/AES;3;50;100;64;1;0:00:24.047;6118525;24.45;122;4.31
UseCases/AES;3;50;100;64;2;0:00:27.505;6118525;28.17;122;4.15
UseCases/AES;3;50;100;64;5;0:00:37.593;6118525;37.98;110;4.19
UseCases/AES;3;50;100;128;0;0:00:20.135;12185085;20.59;200;4.37
UseCases/AES;3;50;100;128;1;0:00:30.230;12185085;30.70;190;4.18
UseCases/AES;3;50;100;128;2;0:00:35.200;12185085;35.78;204;4.39
UseCases/AES;3;50;100;128;5;0:00:50.971;12185085;51.37;190;4.42
UseCases/AES;3;75;25000;1;0;0:00:16.025;146755;16.62;53;4.03
UseCases/AES;3;75;25000;1;1;0:00:18.776;146755;19.37;41;4.15
UseCases/AES;3;75;25000;1;2;0:00:22.325;146755;22.89;45;4.21
UseCases/AES;3;75;25000;1;5;0:00:28.728;146755;29.39;39;4.16
UseCases/AES;3;75;25000;64;0;0:00:19.511;6118525;20.06;118;4.45
UseCases/AES;3;75;25000;64;1;0:00:35.600;6118525;36.26;112;4.19
UseCases/AES;3;75;25000;64;2;0:00:41.864;6118525;42.57;118;4.34
UseCases/AES;3;75;25000;64;5;0:00:49.082;6118525;49.74;122;4.30
UseCases/AES;3;75;25000;128;0;0:00:24.032;12185085;24.60;194;4.28
UseCases/AES;3;75;25000;128;1;0:00:42.575;12185085;43.25;196;4.33
UseCases/AES;3;75;25000;128;2;0:00:46.264;12185085;46.84;186;4.45
UseCases/AES;3;75;25000;128;5;0:01:06.012;12185085;66.48;202;4.34
UseCases/AES;3;75;10000;1;0;0:00:16.028;146755;16.62;39;4.13
UseCases/AES;3;75;10000;1;1;0:00:19.975;146755;20.57;43;4.03
UseCases/AES;3;75;10000;1;2;0:00:23.036;146755;23.63;59;4.11
UseCases/AES;3;75;10000;1;5;0:00:28.609;146755;29.34;67;4.07
UseCases/AES;3;75;10000;64;0;0:00:19.027;6118525;19.58;118;4.34
UseCases/AES;3;75;10000;64;1;0:00:32.433;6118525;33.05;114;4.21
UseCases/AES;3;75;10000;64;2;0:00:36.582;6118525;37.19;110;4.18
UseCases/AES;3;75;10000;64;5;0:00:54.258;6118525;54.80;132;4.21
UseCases/AES;3;75;10000;128;0;0:00:24.223;12185085;24.78;194;4.39
UseCases/AES;3;75;10000;128;1;0:00:39.460;12185085;40.08;192;4.44
UseCases/AES;3;75;10000;128;2;0:00:45.253;12185085;45.88;194;4.52
UseCases/AES;3;75;10000;128;5;0:01:10.047;12185085;71.71;186;4.33
UseCases/AES;3;75;1000;1;0;0:00:16.030;146755;16.62;47;4.16
UseCases/AES;3;75;1000;1;1;0:00:17.626;146755;18.19;45;4.16
UseCases/AES;3;75;1000;1;2;0:00:21.459;146755;22.12;47;4.08
UseCases/AES;3;75;1000;1;5;0:00:28.564;146755;29.13;43;4.19
UseCases/AES;3;75;1000;64;0;0:00:19.195;6118525;19.77;120;4.21
UseCases/AES;3;75;1000;64;1;0:00:33.292;6118525;33.93;116;4.11
UseCases/AES;3;75;1000;64;2;0:00:36.107;6118525;36.78;116;4.23
UseCases/AES;3;75;1000;64;5;0:00:54.423;6118525;56.33;128;4.27
UseCases/AES;3;75;1000;128;0;0:00:24.502;12185085;25.06;222;4.44
UseCases/AES;3;75;1000;128;1;0:00:40.053;12185085;40.65;190;4.35
UseCases/AES;3;75;1000;128;2;0:00:48.299;12185085;48.96;198;4.35
UseCases/AES;3;75;1000;128;5;0:01:07.145;12185085;67.67;188;4.54
UseCases/AES;3;75;100;1;0;0:00:16.045;146755;16.63;49;4.05
UseCases/AES;3;75;100;1;1;0:00:18.788;146755;19.38;57;3.98
UseCases/AES;3;75;100;1;2;0:00:24.149;146755;24.75;61;4.22
UseCases/AES;3;75;100;1;5;0:00:29.029;146755;29.63;65;4.17
UseCases/AES;3;75;100;64;0;0:00:19.277;6118525;19.83;124;4.30
UseCases/AES;3;75;100;64;1;0:00:32.989;6118525;33.67;114;4.21
UseCases/AES;3;75;100;64;2;0:00:41.684;6118525;42.37;116;4.26
UseCases/AES;3;75;100;64;5;0:00:53.329;6118525;53.98;116;4.20
UseCases/AES;3;75;100;128;0;0:00:24.219;12185085;24.79;186;4.31
UseCases/AES;3;75;100;128;1;0:00:41.401;12185085;41.91;184;4.32
UseCases/AES;3;75;100;128;2;0:00:46.410;12185085;47.00;204;4.42
UseCases/AES;3;75;100;128;5;0:01:07.746;12185085;68.24;208;4.47
