program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/AES;3;0;25000;1;0;0:00:00.326;146755;0.61;49;4.03
UseCases/AES;3;0;25000;1;1;0:00:01.161;146755;1.36;41;4.18
UseCases/AES;3;0;25000;1;2;0:00:00.280;146755;1.49;53;4.03
UseCases/AES;3;0;25000;1;5;0:00:02.553;146755;2.84;55;4.06
UseCases/AES;3;0;25000;64;0;0:00:06.413;6118525;6.61;122;4.31
UseCases/AES;3;0;25000;64;1;0:00:07.456;6118525;7.71;128;4.25
UseCases/AES;3;0;25000;64;2;0:00:08.757;6118525;9.02;128;4.13
UseCases/AES;3;0;25000;64;5;0:00:17.043;6118525;18.46;128;4.31
UseCases/AES;3;0;25000;128;0;0:00:13.323;12185085;13.60;192;4.28
UseCases/AES;3;0;25000;128;1;0:00:13.955;12185085;14.22;188;4.35
UseCases/AES;3;0;25000;128;2;0:00:17.155;12185085;17.42;190;4.30
UseCases/AES;3;0;25000;128;5;0:00:28.039;12185085;29.34;192;4.52
UseCases/AES;3;0;10000;1;0;0:00:00.310;146755;0.61;49;4.10
UseCases/AES;3;0;10000;1;1;0:00:00.262;146755;1.54;53;4.18
UseCases/AES;3;0;10000;1;2;0:00:00.309;146755;0.49;53;4.02
UseCases/AES;3;0;10000;1;5;0:00:01.903;146755;3.18;51;4.10
UseCases/AES;3;0;10000;64;0;0:00:06.228;6118525;6.40;122;4.13
UseCases/AES;3;0;10000;64;1;0:00:06.739;6118525;7.02;110;4.24
UseCases/AES;3;0;10000;64;2;0:00:08.950;6118525;9.20;120;4.21
UseCases/AES;3;0;10000;64;5;0:00:19.322;6118525;19.96;132;4.15
UseCases/AES;3;0;10000;128;0;0:00:13.109;12185085;13.38;196;4.43
UseCases/AES;3;0;10000;128;1;0:00:14.019;12185085;14.28;188;4.35
UseCases/AES;3;0;10000;128;2;0:00:17.914;12185085;18.19;186;4.15
UseCases/AES;3;0;10000;128;5;0:00:23.309;12185085;23.50;196;4.22
UseCases/AES;3;0;1000;1;0;0:00:00.268;146755;0.56;39;4.18
UseCases/AES;3;0;1000;1;1;0:00:00.195;146755;0.47;71;4.02
UseCases/AES;3;0;1000;1;2;0:00:00.838;146755;1.34;61;4.03
UseCases/AES;3;0;1000;1;5;0:00:02.461;146755;2.65;39;4.11
UseCases/AES;3;0;1000;64;0;0:00:06.284;6118525;6.56;126;4.20
UseCases/AES;3;0;1000;64;1;0:00:07.418;6118525;7.61;120;4.24
UseCases/AES;3;0;1000;64;2;0:00:08.500;6118525;8.75;112;4.21
UseCases/AES;3;0;1000;64;5;0:00:16.215;6118525;17.66;110;4.26
UseCases/AES;3;0;1000;128;0;0:00:13.441;12185085;13.63;190;4.36
UseCases/AES;3;0;1000;128;1;0:00:13.827;12185085;14.02;184;4.27
UseCases/AES;3;0;1000;128;2;0:00:15.192;12185085;15.48;192;4.28
UseCases/AES;3;0;1000;128;5;0:00:22.186;12185085;23.36;200;4.36
UseCases/AES;3;0;100;1;0;0:00:00.300;146755;0.59;63;3.92
UseCases/AES;3;0;100;1;1;0:00:00.523;146755;0.80;65;4.10
UseCases/AES;3;0;100;1;2;0:00:00.292;146755;1.46;41;4.14
UseCases/AES;3;0;100;1;5;0:00:03.475;146755;3.78;45;4.14
UseCases/AES;3;0;100;64;0;0:00:06.405;6118525;6.70;120;4.18
UseCases/AES;3;0;100;64;1;0:00:06.827;6118525;7.09;118;4.28
UseCases/AES;3;0;100;64;2;0:00:09.670;6118525;9.96;150;4.35
UseCases/AES;3;0;100;64;5;0:00:16.367;6118525;17.55;112;4.37
UseCases/AES;3;0;100;128;0;0:00:13.329;12185085;13.52;198;4.37
UseCases/AES;3;0;100;128;1;0:00:14.781;12185085;15.07;196;4.48
UseCases/AES;3;0;100;128;2;0:00:16.123;12185085;17.40;192;4.33
UseCases/AES;3;0;100;128;5;0:00:27.538;12185085;29.85;194;4.49
UseCases/AES;3;25;25000;1;0;0:00:05.810;146755;6.15;45;4.02
UseCases/AES;3;25;25000;1;1;0:00:07.115;146755;7.46;49;4.13
UseCases/AES;3;25;25000;1;2;0:00:08.759;146755;10.12;51;4.11
UseCases/AES;3;25;25000;1;5;0:00:09.606;146755;10.07;51;4.12
UseCases/AES;3;25;25000;64;0;0:00:11.114;6118525;11.43;116;4.27
UseCases/AES;3;25;25000;64;1;0:00:15.110;6118525;15.60;112;4.26
UseCases/AES;3;25;25000;64;2;0:00:14.896;6118525;15.19;120;4.34
UseCases/AES;3;25;25000;64;5;0:00:22.735;6118525;23.02;110;4.18
UseCases/AES;3;25;25000;128;0;0:00:17.202;12185085;17.50;194;4.29
UseCases/AES;3;25;25000;128;1;0:00:19.463;12185085;19.75;196;4.22
UseCases/AES;3;25;25000;128;2;0:00:22.137;12185085;22.46;204;4.21
UseCases/AES;3;25;25000;128;5;0:00:31.401;12185085;31.80;192;4.32
UseCases/AES;3;25;10000;1;0;0:00:05.826;146755;6.17;39;3.98
UseCases/AES;3;25;10000;1;1;0:00:06.943;146755;7.37;53;4.17
UseCases/AES;3;25;10000;1;2;0:00:08.444;146755;8.74;59;4.18
UseCases/AES;3;25;10000;1;5;0:00:11.257;146755;11.60;49;4.24
UseCases/AES;3;25;10000;64;0;0:00:11.096;6118525;11.53;114;4.30
UseCases/AES;3;25;10000;64;1;0:00:14.691;6118525;15.19;114;4.24
