program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/SecureMean;3;0;25000;100;0;0:00:00.036;798;0.34;53;4.10
UseCases/SecureMean;3;0;25000;100;1;0:00:00.007;798;0.27;55;3.96
UseCases/SecureMean;3;0;25000;100;2;0:00:00.014;798;0.27;41;3.97
UseCases/SecureMean;3;0;25000;100;5;0:00:00.026;798;0.32;37;4.10
UseCases/SecureMean;3;0;25000;1000;0;0:00:00.030;988;0.30;41;4.07
UseCases/SecureMean;3;0;25000;1000;1;0:00:00.035;988;0.23;57;4.08
UseCases/SecureMean;3;0;25000;1000;2;0:00:00.031;988;0.31;51;4.11
UseCases/SecureMean;3;0;25000;1000;5;0:00:00.262;988;0.47;63;4.03
UseCases/SecureMean;3;0;25000;10000;0;0:00:00.366;1506;0.57;84;4.08
UseCases/SecureMean;3;0;25000;10000;1;0:00:00.267;1336;0.55;74;4.04
UseCases/SecureMean;3;0;25000;10000;2;0:00:00.262;1506;0.51;68;4.09
UseCases/SecureMean;3;0;25000;10000;5;0:00:00.777;1676;1.07;82;4.07
UseCases/SecureMean;3;0;25000;100000;0;0:00:02.961;1570;3.25;350;4.02
UseCases/SecureMean;3;0;25000;100000;1;0:00:02.821;1570;3.10;346;4.25
UseCases/SecureMean;3;0;25000;100000;2;0:00:03.903;1570;4.40;342;4.17
UseCases/SecureMean;3;0;25000;100000;5;0:00:03.703;1570;3.90;342;4.18
UseCases/SecureMean;3;0;10000;100;0;0:00:00.007;798;0.24;39;4.17
UseCases/SecureMean;3;0;10000;100;1;0:00:00.011;798;0.19;53;4.00
UseCases/SecureMean;3;0;10000;100;2;0:00:00.013;798;0.26;51;4.05
UseCases/SecureMean;3;0;10000;100;5;0:00:00.222;798;0.50;43;3.94
UseCases/SecureMean;3;0;10000;1000;0;0:00:00.032;988;0.31;41;4.14
UseCases/SecureMean;3;0;10000;1000;1;0:00:00.033;988;0.31;44;4.06
UseCases/SecureMean;3;0;10000;1000;2;0:00:00.032;988;0.29;53;3.99
UseCases/SecureMean;3;0;10000;1000;5;0:00:00.041;988;0.21;47;4.12
UseCases/SecureMean;3;0;10000;10000;0;0:00:00.216;1336;0.49;70;4.06
UseCases/SecureMean;3;0;10000;10000;1;0:00:00.280;1506;0.57;66;4.22
UseCases/SecureMean;3;0;10000;10000;2;0:00:00.480;1676;0.78;82;3.90
UseCases/SecureMean;3;0;10000;10000;5;0:00:00.498;1758;1.66;72;3.97
UseCases/SecureMean;3;0;10000;100000;0;0:00:03.220;1570;3.49;360;4.18
UseCases/SecureMean;3;0;10000;100000;1;0:00:02.905;1570;3.09;348;4.13
UseCases/SecureMean;3;0;10000;100000;2;0:00:02.900;1570;3.10;358;4.15
UseCases/SecureMean;3;0;10000;100000;5;0:00:05.960;1570;8.19;338;4.15
UseCases/SecureMean;3;0;1000;100;0;0:00:00.011;798;0.19;51;4.05
UseCases/SecureMean;3;0;1000;100;1;0:00:00.012;798;0.29;45;4.08
UseCases/SecureMean;3;0;1000;100;2;0:00:00.232;1192;0.49;43;4.08
UseCases/SecureMean;3;0;1000;100;5;0:00:00.275;1028;0.76;55;4.03
UseCases/SecureMean;3;0;1000;1000;0;0:00:00.036;988;0.21;39;4.04
UseCases/SecureMean;3;0;1000;1000;1;0:00:00.037;988;0.22;55;3.97
UseCases/SecureMean;3;0;1000;1000;2;0:00:00.039;988;1.25;49;4.03
UseCases/SecureMean;3;0;1000;1000;5;0:00:01.118;988;1.32;57;4.11
UseCases/SecureMean;3;0;1000;10000;0;0:00:00.285;1676;0.55;90;4.03
UseCases/SecureMean;3;0;1000;10000;1;0:00:00.356;1336;0.54;66;4.02
UseCases/SecureMean;3;0;1000;10000;2;0:00:00.280;1336;0.57;72;4.10
UseCases/SecureMean;3;0;1000;10000;5;0:00:00.515;1506;0.82;74;4.16
UseCases/SecureMean;3;0;1000;100000;0;0:00:02.958;1570;3.23;354;4.25
UseCases/SecureMean;3;0;1000;100000;1;0:00:03.016;1570;3.29;340;4.14
UseCases/SecureMean;3;0;1000;100000;2;0:00:02.903;1570;3.09;336;4.26
UseCases/SecureMean;3;0;1000;100000;5;0:00:02.955;1570;3.41;340;4.13
UseCases/SecureMean;3;0;100;100;0;0:00:00.017;798;0.27;63;4.07
UseCases/SecureMean;3;0;100;100;1;0:00:00.012;798;0.27;49;4.09
UseCases/SecureMean;3;0;100;100;2;0:00:00.015;798;0.29;43;4.01
UseCases/SecureMean;3;0;100;100;5;0:00:00.226;798;0.50;57;3.88
UseCases/SecureMean;3;0;100;1000;0;0:00:00.034;988;0.22;56;4.03
UseCases/SecureMean;3;0;100;1000;1;0:00:00.032;988;0.52;43;4.06
UseCases/SecureMean;3;0;100;1000;2;0:00:00.242;988;0.50;41;4.04
UseCases/SecureMean;3;0;100;1000;5;0:00:00.041;988;1.34;49;4.11
UseCases/SecureMean;3;0;100;10000;0;0:00:00.281;1506;0.57;84;4.12
UseCases/SecureMean;3;0;100;10000;1;0:00:00.270;1336;0.56;96;4.07
UseCases/SecureMean;3;0;100;10000;2;0:00:00.235;1506;0.42;82;4.00
UseCases/SecureMean;3;0;100;10000;5;0:00:00.273;1336;0.46;78;4.18
UseCases/SecureMean;3;0;100;100000;0;0:00:02.978;1570;3.23;358;4.10
UseCases/SecureMean;3;0;100;100000;1;0:00:03.477;1570;3.73;336;4.14
UseCases/SecureMean;3;0;100;100000;2;0:00:03.266;1800;3.56;354;4.04
UseCases/SecureMean;3;0;100;100000;5;0:00:03.488;1570;3.78;346;4.03
UseCases/SecureMean;3;25;25000;100;0;0:00:00.490;798;0.82;41;4.03
UseCases/SecureMean;3;25;25000;100;1;0:00:00.443;798;0.90;59;4.12
UseCases/SecureMean;3;25;25000;100;2;0:00:00.566;798;0.87;51;4.04
UseCases/SecureMean;3;25;25000;100;5;0:00:02.099;1028;2.40;55;4.05
UseCases/SecureMean;3;25;25000;1000;0;0:00:00.586;988;0.90;47;4.09
UseCases/SecureMean;3;25;25000;1000;1;0:00:00.649;988;0.98;47;4.08
UseCases/SecureMean;3;25;25000;1000;2;0:00:01.137;988;1.48;57;4.07
UseCases/SecureMean;3;25;25000;1000;5;0:00:01.080;988;1.49;39;3.98
UseCases/SecureMean;3;25;25000;10000;0;0:00:00.975;1506;1.31;90;4.08
UseCases/SecureMean;3;25;25000;10000;1;0:00:01.085;1336;1.53;72;4.11
UseCases/SecureMean;3;25;25000;10000;2;0:00:01.618;1588;1.94;72;4.03
UseCases/SecureMean;3;25;25000;10000;5;0:00:01.576;1336;1.93;78;4.04
UseCases/SecureMean;3;25;25000;100000;0;0:00:03.621;1570;3.94;346;4.14
UseCases/SecureMean;3;25;25000;100000;1;0:00:04.314;1570;4.76;352;4.02
UseCases/SecureMean;3;25;25000;100000;2;0:00:04.051;1570;4.49;342;4.15
UseCases/SecureMean;3;25;25000;100000;5;0:00:04.075;1570;4.40;358;4.14
UseCases/SecureMean;3;25;10000;100;0;0:00:00.570;1028;0.90;37;4.02
