program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/SecureMean;3;25;10000;100;1;0:00:00.801;798;1.21;65;4.05
UseCases/SecureMean;3;25;10000;100;2;0:00:00.594;798;0.92;45;4.09
UseCases/SecureMean;3;25;10000;100;5;0:00:01.641;798;2.39;47;4.09
UseCases/SecureMean;3;25;10000;1000;0;0:00:00.515;988;0.85;49;4.16
UseCases/SecureMean;3;25;10000;1000;1;0:00:00.671;988;1.01;55;4.16
UseCases/SecureMean;3;25;10000;1000;2;0:00:00.644;988;1.15;67;4.11
UseCases/SecureMean;3;25;10000;1000;5;0:00:01.035;988;2.49;48;4.11
UseCases/SecureMean;3;25;10000;10000;0;0:00:01.233;1840;1.57;78;4.15
UseCases/SecureMean;3;25;10000;10000;1;0:00:01.014;1506;1.34;76;4.09
UseCases/SecureMean;3;25;10000;10000;2;0:00:01.806;1758;5.33;90;4.01
UseCases/SecureMean;3;25;10000;10000;5;0:00:02.524;1336;2.89;78;4.06
UseCases/SecureMean;3;25;10000;100000;0;0:00:04.234;1570;4.69;350;4.18
UseCases/SecureMean;3;25;10000;100000;1;0:00:04.116;2046;4.45;334;4.15
UseCases/SecureMean;3;25;10000;100000;2;0:00:04.194;1570;5.53;354;4.19
UseCases/SecureMean;3;25;10000;100000;5;0:00:04.416;1570;5.01;344;4.24
UseCases/SecureMean;3;25;1000;100;0;0:00:00.441;798;0.77;53;4.03
UseCases/SecureMean;3;25;1000;100;1;0:00:00.520;798;1.13;41;4.11
UseCases/SecureMean;3;25;1000;100;2;0:00:00.749;798;1.18;43;3.99
UseCases/SecureMean;3;25;1000;100;5;0:00:00.879;798;1.21;45;4.15
UseCases/SecureMean;3;25;1000;1000;0;0:00:00.723;1398;1.06;49;4.12
UseCases/SecureMean;3;25;1000;1000;1;0:00:00.518;988;0.99;45;3.98
UseCases/SecureMean;3;25;1000;1000;2;0:00:01.041;988;1.37;45;4.03
UseCases/SecureMean;3;25;1000;1000;5;0:00:01.600;988;2.03;39;4.11
UseCases/SecureMean;3;25;1000;10000;0;0:00:00.944;1336;1.26;76;4.00
UseCases/SecureMean;3;25;1000;10000;1;0:00:01.173;1336;1.59;76;3.97
UseCases/SecureMean;3;25;1000;10000;2;0:00:01.196;1336;1.50;76;4.01
UseCases/SecureMean;3;25;1000;10000;5;0:00:01.423;1336;1.74;82;4.05
UseCases/SecureMean;3;25;1000;100000;0;0:00:03.778;1800;4.10;346;4.10
UseCases/SecureMean;3;25;1000;100000;1;0:00:04.088;1882;4.42;334;4.16
UseCases/SecureMean;3;25;1000;100000;2;0:00:03.816;1570;4.13;356;4.13
UseCases/SecureMean;3;25;1000;100000;5;0:00:04.577;1800;4.91;342;4.22
UseCases/SecureMean;3;25;100;100;0;0:00:00.573;1028;0.90;37;4.00
UseCases/SecureMean;3;25;100;100;1;0:00:00.518;798;1.97;55;4.18
UseCases/SecureMean;3;25;100;100;2;0:00:00.519;798;0.98;47;4.22
UseCases/SecureMean;3;25;100;100;5;0:00:01.411;798;1.75;45;4.05
UseCases/SecureMean;3;25;100;1000;0;0:00:00.522;988;0.86;49;4.06
UseCases/SecureMean;3;25;100;1000;1;0:00:00.515;988;0.85;46;4.04
UseCases/SecureMean;3;25;100;1000;2;0:00:01.058;988;1.39;41;4.08
UseCases/SecureMean;3;25;100;1000;5;0:00:02.112;988;2.46;53;3.97
UseCases/SecureMean;3;25;100;10000;0;0:00:00.899;1336;1.24;78;4.18
UseCases/SecureMean;3;25;100;10000;1;0:00:00.902;1336;1.24;74;4.11
UseCases/SecureMean;3;25;100;10000;2;0:00:01.153;1588;1.48;86;4.00
UseCases/SecureMean;3;25;100;10000;5;0:00:02.741;1588;3.14;76;4.10
UseCases/SecureMean;3;25;100;100000;0;0:00:03.841;1570;4.18;352;4.25
UseCases/SecureMean;3;25;100;100000;1;0:00:03.992;1570;4.32;360;4.15
UseCases/SecureMean;3;25;100;100000;2;0:00:04.214;1570;4.53;346;4.11
UseCases/SecureMean;3;25;100;100000;5;0:00:05.016;2046;5.52;340;4.26
UseCases/SecureMean;3;50;25000;100;0;0:00:00.870;798;1.33;41;4.14
UseCases/SecureMean;3;50;25000;100;1;0:00:01.169;798;1.63;38;4.01
UseCases/SecureMean;3;50;25000;100;2;0:00:02.547;1340;3.00;37;4.02
UseCases/SecureMean;3;50;25000;100;5;0:00:01.575;1028;3.01;37;4.13
UseCases/SecureMean;3;50;25000;1000;0;0:00:00.994;988;1.45;41;4.09
UseCases/SecureMean;3;50;25000;1000;1;0:00:01.515;988;1.97;44;3.99
UseCases/SecureMean;3;50;25000;1000;2;0:00:01.146;988;1.57;45;4.08
UseCases/SecureMean;3;50;25000;1000;5;0:00:02.110;988;2.57;47;4.09
UseCases/SecureMean;3;50;25000;10000;0;0:00:01.753;1506;2.21;74;4.10
UseCases/SecureMean;3;50;25000;10000;1;0:00:01.535;1336;1.99;74;4.10
UseCases/SecureMean;3;50;25000;10000;2;0:00:02.347;1336;2.80;86;4.05
UseCases/SecureMean;3;50;25000;10000;5;0:00:08.178;3358;8.59;82;4.24
UseCases/SecureMean;3;50;25000;100000;0;0:00:04.429;1570;4.89;344;4.10
UseCases/SecureMean;3;50;25000;100000;1;0:00:04.528;1570;4.99;340;4.29
UseCases/SecureMean;3;50;25000;100000;2;0:00:04.419;1570;4.86;346;4.27
UseCases/SecureMean;3;50;25000;100000;5;0:00:06.978;1570;7.41;346;4.20
UseCases/SecureMean;3;50;10000;100;0;0:00:01.377;1258;1.83;43;4.13
UseCases/SecureMean;3;50;10000;100;1;0:00:01.101;798;1.52;49;3.93
UseCases/SecureMean;3;50;10000;100;2;0:00:01.505;1028;1.91;49;4.10
UseCases/SecureMean;3;50;10000;100;5;0:00:00.869;798;1.33;59;4.01
UseCases/SecureMean;3;50;10000;1000;0;0:00:01.002;988;1.61;55;3.99
UseCases/SecureMean;3;50;10000;1000;1;0:00:01.145;988;1.58;45;4.01
UseCases/SecureMean;3;50;10000;1000;2;0:00:01.435;988;1.85;54;3.96
UseCases/SecureMean;3;50;10000;1000;5;0:00:01.447;988;1.90;43;4.15
UseCases/SecureMean;3;50;10000;10000;0;0:00:01.489;1336;1.94;76;3.99
UseCases/SecureMean;3;50;10000;10000;1;0:00:01.634;1336;2.13;88;4.01
UseCases/SecureMean;3;50;10000;10000;2;0:00:02.229;1336;3.65;72;3.98
UseCases/SecureMean;3;50;10000;10000;5;0:00:04.316;1336;4.83;72;4.18
UseCases/SecureMean;3;50;10000;100000;0;0:00:04.292;1570;4.75;346;4.25
UseCases/SecureMean;3;50;10000;100000;1;0:00:04.985;1570;5.45;346;4.09
UseCases/SecureMean;3;50;10000;100000;2;0:00:04.870;1570;5.65;350;4.11
UseCases/SecureMean;3;50;10000;100000;5;0:00:05.711;1570;6.30;350;4.20
UseCases/SecureMean;3;50;1000;100;0;0:00:00.866;798;1.31;57;4.12
UseCases/SecureMean;3;50;1000;100;1;0:00:01.476;1192;1.89;53;4.01
UseCases/SecureMean;3;50;1000;100;2;0:00:01.500;1028;1.95;39;4.15
UseCases/SecureMean;3;50;1000;100;5;0:00:01.019;798;1.44;53;4.18
UseCases/SecureMean;3;50;1000;1000;0;0:00:00.998;988;1.45;47;4.07
UseCases/SecureMean;3;50;1000;1000;1;0:00:01.296;988;1.71;57;4.11
UseCases/SecureMean;3;50;1000;1000;2;0:00:01.510;988;1.91;53;4.02
UseCases/SecureMean;3;50;1000;1000;5;0:00:01.731;988;2.13;47;4.13
UseCases/SecureMean;3;50;1000;10000;0;0:00:01.535;1336;2.00;70;4.14
UseCases/SecureMean;3;50;1000;10000;1;0:00:01.730;1336;2.18;78;3.94
UseCases/SecureMean;3;50;1000;10000;2;0:00:02.711;1336;3.15;74;4.03
UseCases/SecureMean;3;50;1000;10000;5;0:00:03.163;1336;3.63;90;4.03
UseCases/SecureMean;3;50;1000;100000;0;0:00:04.375;1570;4.99;336;4.19
UseCases/SecureMean;3;50;1000;100000;1;0:00:04.973;1570;5.81;342;4.10
UseCases/SecureMean;3;50;1000;100000;2;0:00:04.514;1570;5.93;342;4.23
UseCases/SecureMean;3;50;1000;100000;5;0:00:06.139;1570;6.54;338;4.16
UseCases/SecureMean;3;50;100;100;0;0:00:00.869;798;1.31;51;4.06
UseCases/SecureMean;3;50;100;100;1;0:00:01.170;798;1.64;57;4.00
UseCases/SecureMean;3;50;100;100;2;0:00:01.099;798;1.55;45;4.03
UseCases/SecureMean;3;50;100;100;5;0:00:01.470;798;1.92;41;4.11
UseCases/SecureMean;3;50;100;1000;0;0:00:00.999;988;1.46;48;4.06
UseCases/SecureMean;3;50;100;1000;1;0:00:00.990;988;1.43;59;4.00
UseCases/SecureMean;3;50;100;1000;2;0:00:01.158;988;2.62;51;4.14
UseCases/SecureMean;3;50;100;1000;5;0:00:02.131;988;3.62;39;4.02
UseCases/SecureMean;3;50;100;10000;0;0:00:01.827;1588;2.26;74;4.04
UseCases/SecureMean;3;50;100;10000;1;0:00:01.682;1336;2.14;72;4.23
UseCases/SecureMean;3;50;100;10000;2;0:00:02.038;1336;2.44;78;4.06
UseCases/SecureMean;3;50;100;10000;5;0:00:02.373;1336;2.87;66;4.03
UseCases/SecureMean;3;50;100;100000;0;0:00:04.788;1800;5.25;344;4.10
UseCases/SecureMean;3;50;100;100000;1;0:00:05.327;1882;5.79;348;4.15
UseCases/SecureMean;3;50;100;100000;2;0:00:05.254;1570;5.76;354;4.11
UseCases/SecureMean;3;50;100;100000;5;0:00:05.030;1570;5.48;342;4.17
UseCases/SecureMean;3;75;25000;100;0;0:00:01.292;798;1.83;41;4.18
UseCases/SecureMean;3;75;25000;100;1;0:00:01.292;798;1.86;59;4.12
UseCases/SecureMean;3;75;25000;100;2;0:00:02.492;1110;3.08;51;4.17
UseCases/SecureMean;3;75;25000;100;5;0:00:03.317;798;3.97;45;4.04
UseCases/SecureMean;3;75;25000;1000;0;0:00:01.471;988;2.06;39;4.18
UseCases/SecureMean;3;75;25000;1000;1;0:00:01.893;988;2.46;43;4.24
UseCases/SecureMean;3;75;25000;1000;2;0:00:01.467;988;2.28;47;4.13
UseCases/SecureMean;3;75;25000;1000;5;0:00:01.844;988;4.44;53;4.07
UseCases/SecureMean;3;75;25000;10000;0;0:00:02.228;1336;2.81;72;4.10
UseCases/SecureMean;3;75;25000;10000;1;0:00:02.701;1336;3.28;68;3.97
UseCases/SecureMean;3;75;25000;10000;2;0:00:03.498;1336;4.08;78;4.15
UseCases/SecureMean;3;75;25000;10000;5;0:00:06.226;1506;6.72;72;4.12
UseCases/SecureMean;3;75;25000;100000;0;0:00:05.121;1570;5.71;342;4.26
UseCases/SecureMean;3;75;25000;100000;1;0:00:05.381;1570;5.97;340;4.03
UseCases/SecureMean;3;75;25000;100000;2;0:00:05.529;1570;6.10;348;4.33
UseCases/SecureMean;3;75;25000;100000;5;0:00:07.583;1570;8.09;342;4.25
UseCases/SecureMean;3;75;10000;100;0;0:00:01.291;798;1.88;55;4.06
UseCases/SecureMean;3;75;10000;100;1;0:00:02.547;1422;4.13;49;4.13
UseCases/SecureMean;3;75;10000;100;2;0:00:01.299;798;1.88;39;4.03
UseCases/SecureMean;3;75;10000;100;5;0:00:02.261;798;3.78;47;4.04
UseCases/SecureMean;3;75;10000;1000;0;0:00:01.472;988;2.06;48;4.16
UseCases/SecureMean;3;75;10000;1000;1;0:00:01.472;988;2.05;44;4.12
UseCases/SecureMean;3;75;10000;1000;2;0:00:01.707;988;2.28;55;4.17
UseCases/SecureMean;3;75;10000;1000;5;0:00:02.713;988;4.00;53;3.94
UseCases/SecureMean;3;75;10000;10000;0;0:00:02.224;1336;2.82;74;4.16
UseCases/SecureMean;3;75;10000;10000;1;0:00:02.693;1588;3.28;74;4.10
UseCases/SecureMean;3;75;10000;10000;2;0:00:02.617;1336;3.20;72;4.07
UseCases/SecureMean;3;75;10000;10000;5;0:00:04.325;1506;6.44;70;4.12
UseCases/SecureMean;3;75;10000;100000;0;0:00:05.260;1570;5.84;344;4.34
UseCases/SecureMean;3;75;10000;100000;1;0:00:05.535;1570;6.12;344;4.20
UseCases/SecureMean;3;75;10000;100000;2;0:00:06.597;1570;7.18;348;4.09
UseCases/SecureMean;3;75;10000;100000;5;0:00:07.832;1882;8.42;344;4.27
UseCases/SecureMean;3;75;1000;100;0;0:00:01.295;798;1.87;43;4.04
UseCases/SecureMean;3;75;1000;100;1;0:00:03.033;1488;3.54;45;4.04
UseCases/SecureMean;3;75;1000;100;2;0:00:01.746;798;2.33;45;4.05
UseCases/SecureMean;3;75;1000;100;5;0:00:02.352;798;3.97;53;3.98
UseCases/SecureMean;3;75;1000;1000;0;0:00:01.472;988;2.06;49;4.14
UseCases/SecureMean;3;75;1000;1000;1;0:00:01.472;988;2.01;41;4.00
UseCases/SecureMean;3;75;1000;1000;2;0:00:02.526;988;3.11;41;4.00
UseCases/SecureMean;3;75;1000;1000;5;0:00:03.683;988;4.27;43;4.02
UseCases/SecureMean;3;75;1000;10000;0;0:00:02.232;1336;2.82;72;4.15
UseCases/SecureMean;3;75;1000;10000;1;0:00:02.574;1336;3.17;76;4.15
UseCases/SecureMean;3;75;1000;10000;2;0:00:03.135;1336;3.67;68;4.01
UseCases/SecureMean;3;75;1000;10000;5;0:00:03.413;1336;3.99;80;4.08
UseCases/SecureMean;3;75;1000;100000;0;0:00:06.860;2424;7.45;350;4.13
UseCases/SecureMean;3;75;1000;100000;1;0:00:05.089;1570;5.63;342;4.21
UseCases/SecureMean;3;75;1000;100000;2;0:00:07.923;1882;8.48;336;4.15
UseCases/SecureMean;3;75;1000;100000;5;0:00:07.715;1964;8.27;356;4.22
UseCases/SecureMean;3;75;100;100;0;0:00:01.292;798;1.88;39;4.00
UseCases/SecureMean;3;75;100;100;1;0:00:01.295;798;1.87;39;4.10
UseCases/SecureMean;3;75;100;100;2;0:00:01.747;798;2.31;43;4.14
UseCases/SecureMean;3;75;100;100;5;0:00:01.291;798;2.47;47;4.07
UseCases/SecureMean;3;75;100;1000;0;0:00:01.472;988;2.06;45;3.95
UseCases/SecureMean;3;75;100;1000;1;0:00:01.479;988;2.06;49;4.02
UseCases/SecureMean;3;75;100;1000;2;0:00:01.583;988;2.16;47;4.07
UseCases/SecureMean;3;75;100;1000;5;0:00:04.251;1398;4.83;51;4.10
UseCases/SecureMean;3;75;100;10000;0;0:00:02.155;1336;2.75;84;4.01
UseCases/SecureMean;3;75;100;10000;1;0:00:02.182;1336;2.75;92;4.16
UseCases/SecureMean;3;75;100;10000;2;0:00:02.728;1336;3.27;78;4.19
UseCases/SecureMean;3;75;100;10000;5;0:00:04.098;1506;4.92;72;4.02
UseCases/SecureMean;3;75;100;100000;0;0:00:05.418;1570;6.00;344;4.12
UseCases/SecureMean;3;75;100;100000;1;0:00:05.302;1570;5.89;352;4.12
UseCases/SecureMean;3;75;100;100000;2;0:00:05.906;1570;6.47;362;4.26
UseCases/SecureMean;3;75;100;100000;5;0:00:06.451;1570;7.10;354;4.13
